mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,4,4096,12,2,128,warmup,0,1047,0
lut-exp,0,4,4096,12,2,128,warmup,1,924,0
lut-exp,0,4,4096,12,2,128,warmup,2,1027,0
lut-exp,0,4,4096,12,2,128,warmup,3,1014,0
lut-exp,0,4,4096,12,2,128,warmup,4,939,0
lut-exp,0,4,4096,12,2,128,measure,0,932,0
lut-exp,0,4,4096,12,2,128,measure,1,1003,0
lut-exp,0,4,4096,12,2,128,measure,2,1015,0
lut-exp,0,4,4096,12,2,128,measure,3,913,0
lut-exp,0,4,4096,12,2,128,measure,4,999,0
lut-exp,0,4,4096,12,2,128,measure,5,1009,0
lut-exp,0,4,4096,12,2,128,measure,6,1055,0
lut-exp,0,4,4096,12,2,128,measure,7,930,0
lut-exp,0,4,4096,12,2,128,measure,8,974,0
lut-exp,0,4,4096,12,2,128,measure,9,1084,0
lut-exp,0,4,4096,12,2,128,measure,10,951,0
lut-exp,0,4,4096,12,2,128,measure,11,957,0
lut-exp,0,4,4096,12,2,128,measure,12,1085,0
lut-exp,0,4,4096,12,2,128,measure,13,1071,0
lut-exp,0,4,4096,12,2,128,measure,14,1012,0
lut-exp,0,4,4096,12,2,128,measure,15,920,0
lut-exp,0,4,4096,12,2,128,measure,16,840,0
lut-exp,0,4,4096,12,2,128,measure,17,898,0
lut-exp,0,4,4096,12,2,128,measure,18,958,0
lut-exp,0,4,4096,12,2,128,measure,19,954,0
