mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,32,4096,12,2,128,warmup,0,1566,0
lut-exp,0,32,4096,12,2,128,warmup,1,1668,0
lut-exp,0,32,4096,12,2,128,warmup,2,1648,0
lut-exp,0,32,4096,12,2,128,warmup,3,1683,0
lut-exp,0,32,4096,12,2,128,warmup,4,1657,0
lut-exp,0,32,4096,12,2,128,measure,0,1682,0
lut-exp,0,32,4096,12,2,128,measure,1,1658,0
lut-exp,0,32,4096,12,2,128,measure,2,1666,0
lut-exp,0,32,4096,12,2,128,measure,3,1730,0
lut-exp,0,32,4096,12,2,128,measure,4,1771,0
lut-exp,0,32,4096,12,2,128,measure,5,1755,0
lut-exp,0,32,4096,12,2,128,measure,6,1747,0
lut-exp,0,32,4096,12,2,128,measure,7,1760,0
lut-exp,0,32,4096,12,2,128,measure,8,1748,0
lut-exp,0,32,4096,12,2,128,measure,9,1727,0
lut-exp,0,32,4096,12,2,128,measure,10,1740,0
lut-exp,0,32,4096,12,2,128,measure,11,1829,0
lut-exp,0,32,4096,12,2,128,measure,12,1755,0
lut-exp,0,32,4096,12,2,128,measure,13,1716,0
lut-exp,0,32,4096,12,2,128,measure,14,1739,0
lut-exp,0,32,4096,12,2,128,measure,15,1841,0
lut-exp,0,32,4096,12,2,128,measure,16,1891,0
lut-exp,0,32,4096,12,2,128,measure,17,1789,0
lut-exp,0,32,4096,12,2,128,measure,18,1881,0
lut-exp,0,32,4096,12,2,128,measure,19,1780,0
