mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,8,4096,12,2,128,warmup,0,1467,0
scna-int8,8,8,4096,12,2,128,warmup,1,1233,0
scna-int8,8,8,4096,12,2,128,warmup,2,1219,0
scna-int8,8,8,4096,12,2,128,warmup,3,1266,0
scna-int8,8,8,4096,12,2,128,warmup,4,1288,0
scna-int8,8,8,4096,12,2,128,measure,0,1399,0
scna-int8,8,8,4096,12,2,128,measure,1,1402,0
scna-int8,8,8,4096,12,2,128,measure,2,1396,0
scna-int8,8,8,4096,12,2,128,measure,3,1394,0
scna-int8,8,8,4096,12,2,128,measure,4,1397,0
scna-int8,8,8,4096,12,2,128,measure,5,1389,0
scna-int8,8,8,4096,12,2,128,measure,6,1395,0
scna-int8,8,8,4096,12,2,128,measure,7,1279,0
scna-int8,8,8,4096,12,2,128,measure,8,1395,0
scna-int8,8,8,4096,12,2,128,measure,9,1345,0
scna-int8,8,8,4096,12,2,128,measure,10,1409,0
scna-int8,8,8,4096,12,2,128,measure,11,1446,0
scna-int8,8,8,4096,12,2,128,measure,12,1427,0
scna-int8,8,8,4096,12,2,128,measure,13,1468,0
scna-int8,8,8,4096,12,2,128,measure,14,1473,0
scna-int8,8,8,4096,12,2,128,measure,15,1403,0
scna-int8,8,8,4096,12,2,128,measure,16,1362,0
scna-int8,8,8,4096,12,2,128,measure,17,1411,0
scna-int8,8,8,4096,12,2,128,measure,18,1388,0
scna-int8,8,8,4096,12,2,128,measure,19,1452,0
