mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,32,4096,12,2,128,warmup,0,2839,0
scna-int8,16,32,4096,12,2,128,warmup,1,2822,0
scna-int8,16,32,4096,12,2,128,warmup,2,2873,0
scna-int8,16,32,4096,12,2,128,warmup,3,2931,0
scna-int8,16,32,4096,12,2,128,warmup,4,2984,0
scna-int8,16,32,4096,12,2,128,measure,0,3005,0
scna-int8,16,32,4096,12,2,128,measure,1,3085,0
scna-int8,16,32,4096,12,2,128,measure,2,3015,0
scna-int8,16,32,4096,12,2,128,measure,3,2975,0
scna-int8,16,32,4096,12,2,128,measure,4,3052,0
scna-int8,16,32,4096,12,2,128,measure,5,3037,0
scna-int8,16,32,4096,12,2,128,measure,6,3036,0
scna-int8,16,32,4096,12,2,128,measure,7,3080,0
scna-int8,16,32,4096,12,2,128,measure,8,3135,0
scna-int8,16,32,4096,12,2,128,measure,9,3063,0
scna-int8,16,32,4096,12,2,128,measure,10,3067,0
scna-int8,16,32,4096,12,2,128,measure,11,2971,0
scna-int8,16,32,4096,12,2,128,measure,12,2972,0
scna-int8,16,32,4096,12,2,128,measure,13,2988,0
scna-int8,16,32,4096,12,2,128,measure,14,3043,0
scna-int8,16,32,4096,12,2,128,measure,15,3057,0
scna-int8,16,32,4096,12,2,128,measure,16,2996,0
scna-int8,16,32,4096,12,2,128,measure,17,3044,0
scna-int8,16,32,4096,12,2,128,measure,18,3039,0
scna-int8,16,32,4096,12,2,128,measure,19,3085,0
