mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,16,4096,12,2,128,warmup,0,2296,0
scna-int8,32,16,4096,12,2,128,warmup,1,2241,0
scna-int8,32,16,4096,12,2,128,warmup,2,2333,0
scna-int8,32,16,4096,12,2,128,warmup,3,2323,0
scna-int8,32,16,4096,12,2,128,warmup,4,2322,0
scna-int8,32,16,4096,12,2,128,measure,0,2323,0
scna-int8,32,16,4096,12,2,128,measure,1,2312,0
scna-int8,32,16,4096,12,2,128,measure,2,2352,0
scna-int8,32,16,4096,12,2,128,measure,3,2426,0
scna-int8,32,16,4096,12,2,128,measure,4,2402,0
scna-int8,32,16,4096,12,2,128,measure,5,2328,0
scna-int8,32,16,4096,12,2,128,measure,6,2342,0
scna-int8,32,16,4096,12,2,128,measure,7,2419,0
scna-int8,32,16,4096,12,2,128,measure,8,2333,0
scna-int8,32,16,4096,12,2,128,measure,9,2395,0
scna-int8,32,16,4096,12,2,128,measure,10,2399,0
scna-int8,32,16,4096,12,2,128,measure,11,2401,0
scna-int8,32,16,4096,12,2,128,measure,12,2393,0
scna-int8,32,16,4096,12,2,128,measure,13,2390,0
scna-int8,32,16,4096,12,2,128,measure,14,2417,0
scna-int8,32,16,4096,12,2,128,measure,15,2410,0
scna-int8,32,16,4096,12,2,128,measure,16,2383,0
scna-int8,32,16,4096,12,2,128,measure,17,2439,0
scna-int8,32,16,4096,12,2,128,measure,18,2402,0
scna-int8,32,16,4096,12,2,128,measure,19,2399,0
