mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,8,4096,12,2,128,warmup,0,1414,0
scna-int8,16,8,4096,12,2,128,warmup,1,1520,0
scna-int8,16,8,4096,12,2,128,warmup,2,1501,0
scna-int8,16,8,4096,12,2,128,warmup,3,1462,0
scna-int8,16,8,4096,12,2,128,warmup,4,1486,0
scna-int8,16,8,4096,12,2,128,measure,0,1587,0
scna-int8,16,8,4096,12,2,128,measure,1,1591,0
scna-int8,16,8,4096,12,2,128,measure,2,1588,0
scna-int8,16,8,4096,12,2,128,measure,3,1584,0
scna-int8,16,8,4096,12,2,128,measure,4,1468,0
scna-int8,16,8,4096,12,2,128,measure,5,1583,0
scna-int8,16,8,4096,12,2,128,measure,6,1578,0
scna-int8,16,8,4096,12,2,128,measure,7,1580,0
scna-int8,16,8,4096,12,2,128,measure,8,1571,0
scna-int8,16,8,4096,12,2,128,measure,9,1549,0
scna-int8,16,8,4096,12,2,128,measure,10,1462,0
scna-int8,16,8,4096,12,2,128,measure,11,1458,0
scna-int8,16,8,4096,12,2,128,measure,12,1457,0
scna-int8,16,8,4096,12,2,128,measure,13,1581,0
scna-int8,16,8,4096,12,2,128,measure,14,1447,0
scna-int8,16,8,4096,12,2,128,measure,15,1577,0
scna-int8,16,8,4096,12,2,128,measure,16,1485,0
scna-int8,16,8,4096,12,2,128,measure,17,1444,0
scna-int8,16,8,4096,12,2,128,measure,18,1517,0
scna-int8,16,8,4096,12,2,128,measure,19,1483,0
