mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,16,4096,12,2,128,warmup,0,1805,0
scna-int8,16,16,4096,12,2,128,warmup,1,1893,0
scna-int8,16,16,4096,12,2,128,warmup,2,1860,0
scna-int8,16,16,4096,12,2,128,warmup,3,1862,0
scna-int8,16,16,4096,12,2,128,warmup,4,1859,0
scna-int8,16,16,4096,12,2,128,measure,0,1862,0
scna-int8,16,16,4096,12,2,128,measure,1,1858,0
scna-int8,16,16,4096,12,2,128,measure,2,2070,0
scna-int8,16,16,4096,12,2,128,measure,3,2043,0
scna-int8,16,16,4096,12,2,128,measure,4,1996,0
scna-int8,16,16,4096,12,2,128,measure,5,2030,0
scna-int8,16,16,4096,12,2,128,measure,6,2063,0
scna-int8,16,16,4096,12,2,128,measure,7,1994,0
scna-int8,16,16,4096,12,2,128,measure,8,2111,0
scna-int8,16,16,4096,12,2,128,measure,9,2064,0
scna-int8,16,16,4096,12,2,128,measure,10,1993,0
scna-int8,16,16,4096,12,2,128,measure,11,2102,0
scna-int8,16,16,4096,12,2,128,measure,12,1995,0
scna-int8,16,16,4096,12,2,128,measure,13,1998,0
scna-int8,16,16,4096,12,2,128,measure,14,1997,0
scna-int8,16,16,4096,12,2,128,measure,15,2115,0
scna-int8,16,16,4096,12,2,128,measure,16,2074,0
scna-int8,16,16,4096,12,2,128,measure,17,2013,0
scna-int8,16,16,4096,12,2,128,measure,18,1990,0
scna-int8,16,16,4096,12,2,128,measure,19,2033,0
