mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4,4096,12,2,128,warmup,0,1240,0
scna-fp16,32,4,4096,12,2,128,warmup,1,1245,0
scna-fp16,32,4,4096,12,2,128,warmup,2,1264,0
scna-fp16,32,4,4096,12,2,128,warmup,3,1231,0
scna-fp16,32,4,4096,12,2,128,warmup,4,1370,0
scna-fp16,32,4,4096,12,2,128,measure,0,1346,0
scna-fp16,32,4,4096,12,2,128,measure,1,1323,0
scna-fp16,32,4,4096,12,2,128,measure,2,1341,0
scna-fp16,32,4,4096,12,2,128,measure,3,1356,0
scna-fp16,32,4,4096,12,2,128,measure,4,1455,0
scna-fp16,32,4,4096,12,2,128,measure,5,1370,0
scna-fp16,32,4,4096,12,2,128,measure,6,1461,0
scna-fp16,32,4,4096,12,2,128,measure,7,1389,0
scna-fp16,32,4,4096,12,2,128,measure,8,1446,0
scna-fp16,32,4,4096,12,2,128,measure,9,1261,0
scna-fp16,32,4,4096,12,2,128,measure,10,1311,0
scna-fp16,32,4,4096,12,2,128,measure,11,1351,0
scna-fp16,32,4,4096,12,2,128,measure,12,1353,0
scna-fp16,32,4,4096,12,2,128,measure,13,1348,0
scna-fp16,32,4,4096,12,2,128,measure,14,1242,0
scna-fp16,32,4,4096,12,2,128,measure,15,1264,0
scna-fp16,32,4,4096,12,2,128,measure,16,1339,0
scna-fp16,32,4,4096,12,2,128,measure,17,1342,0
scna-fp16,32,4,4096,12,2,128,measure,18,1262,0
scna-fp16,32,4,4096,12,2,128,measure,19,1373,0
