mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,warmup,0,2072,2071,2069,2069,0,2069,299460,0,0,0,8,75,1944,33,2061,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,warmup,1,2075,2027,2072,2025,0,2072,292671,0,0,0,8,75,1947,33,2063,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,warmup,2,2071,2059,2068,2056,0,2068,297244,0,0,0,8,75,1944,33,2060,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,warmup,3,2079,2078,2076,2076,0,2076,300449,0,0,0,8,76,1950,33,2067,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,warmup,4,2075,2074,2072,2072,0,2072,299916,0,0,0,8,75,1947,33,2063,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,0,2072,2061,2069,2059,0,2069,297674,0,0,0,9,75,1944,33,2061,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,1,2073,2035,2070,2033,0,2070,293838,0,0,0,8,75,1945,33,2061,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,2,2071,2070,2068,2068,0,2068,299387,0,0,0,8,75,1943,33,2059,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,3,1999,1999,1998,1998,0,1998,693184,0,0,0,7,75,1873,33,1989,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,4,2000,1956,1999,1955,0,1999,677713,0,0,0,7,76,1873,34,1990,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,5,2000,2000,1999,1999,0,1999,693561,0,0,0,7,75,1874,33,1990,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,6,1999,1992,1998,1991,0,1998,690177,0,0,0,8,75,1872,33,1988,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,7,2004,2004,2003,2003,0,2003,694662,0,0,0,8,75,1877,33,1993,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,8,1981,1982,1980,1980,0,1980,686988,0,0,0,7,75,1856,33,1972,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,9,1979,1971,1977,1969,0,1977,835748,0,0,0,8,76,1853,33,1970,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,10,1974,1973,1972,1972,0,1972,862006,0,0,0,8,75,1849,33,1965,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,11,1974,1952,1973,1951,0,1973,851912,0,0,0,7,75,1848,33,1964,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,12,1974,1973,1973,1972,0,1973,861996,0,0,0,8,75,1848,33,1964,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,13,1977,1973,1976,1972,0,1976,861435,0,0,0,8,75,1852,33,1968,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,14,1976,1976,1974,1974,0,1974,862981,0,0,0,7,75,1850,33,1966,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,15,1971,1970,1969,1969,0,1969,860740,0,0,0,8,75,1846,34,1963,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,16,1971,1963,1969,1962,0,1969,856932,0,0,0,8,75,1846,33,1962,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,17,1975,1975,1974,1973,0,1974,862550,0,0,0,7,76,1849,33,1965,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,18,1973,1949,1971,1949,0,1971,851036,0,0,0,8,75,1848,33,1964,23e201cc6e23589a,0
baseline,spin,spin,6,6,high-capacity,32,4096,12,2,128,measure,19,1978,1979,1978,1977,0,1978,864476,0,0,0,7,76,1853,33,1969,23e201cc6e23589a,0
