mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,warmup,0,1650,152,1643,148,1505,138,10654,1520,123,0,8,71,1536,17,1633,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,warmup,1,1657,162,1650,158,1502,148,11436,1520,130,0,9,71,1542,18,1641,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,warmup,2,1664,170,1657,165,1501,156,12050,1520,137,0,9,72,1549,18,1648,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,warmup,3,1669,173,1661,169,1502,159,12353,1521,140,0,9,72,1553,18,1653,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,warmup,4,1662,159,1655,155,1510,145,11217,1529,126,0,9,71,1548,17,1646,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,0,1654,154,1646,149,1507,139,10875,1529,117,0,9,71,1540,17,1638,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,1,1680,178,1673,174,1508,165,12854,1529,144,0,9,71,1567,17,1665,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,2,1663,135,1656,131,1535,121,9439,1529,127,0,9,71,1550,17,1648,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,3,1652,146,1645,142,1512,133,10327,1529,116,0,9,71,1537,17,1635,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,4,1659,156,1652,152,1510,142,11074,1529,123,0,8,71,1545,18,1643,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,5,1644,140,1638,136,1509,129,9884,1529,109,0,9,72,1529,18,1628,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,6,1661,155,1654,151,1511,143,11119,1529,125,0,9,71,1546,18,1645,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,7,1656,152,1649,148,1510,139,10821,1529,120,0,9,72,1542,17,1640,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,8,1670,165,1663,160,1512,151,11792,1529,134,0,9,71,1555,18,1654,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,9,1670,167,1663,163,1510,153,11986,1529,134,0,10,72,1555,18,1655,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,10,1655,152,1649,148,1510,139,10807,1529,120,0,9,71,1541,18,1640,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,11,1624,118,1616,113,1511,105,8121,1529,87,0,9,72,1509,17,1607,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,12,1650,144,1643,140,1512,131,10167,1529,114,0,10,72,1534,18,1634,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,13,1654,149,1647,144,1511,136,10591,1529,118,0,9,71,1539,18,1638,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,14,1618,48,1610,44,1585,25,1850,1529,81,0,10,72,1502,18,1602,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,15,1648,143,1641,139,1511,130,10084,1529,112,0,9,71,1534,18,1632,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,16,1642,137,1635,133,1511,124,9629,1529,106,0,9,72,1528,17,1626,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,17,1655,152,1649,148,1510,139,10836,1529,120,0,9,72,1542,18,1641,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,18,1652,147,1644,143,1510,134,10425,1529,115,0,10,71,1538,18,1637,f9e012e63c1c7864,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,16,4096,12,2,128,measure,19,1646,140,1639,136,1512,127,9910,1529,110,0,9,71,1533,17,1630,f9e012e63c1c7864,0
