mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,warmup,0,1134,1133,1131,1131,0,1131,163460,0,0,0,7,69,1036,10,1123,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,warmup,1,1135,1134,1132,1133,0,1132,163683,0,0,0,9,70,1035,10,1124,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,warmup,2,1133,1124,1130,1122,0,1130,161709,0,0,0,8,70,1033,10,1122,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,warmup,3,1135,1135,1132,1133,0,1132,163663,0,0,0,8,70,1035,10,1124,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,warmup,4,1134,1132,1129,1130,0,1129,163305,0,0,0,7,70,1035,9,1121,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,0,1137,1085,1134,1083,0,1134,156140,0,0,0,9,70,1038,9,1126,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,1,1135,1134,1133,1132,0,1133,163746,0,0,0,8,70,1037,10,1125,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,2,1137,1135,1134,1133,0,1134,163841,0,0,0,9,70,1037,10,1126,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,3,1131,1105,1128,1103,0,1128,159243,0,0,0,8,70,1032,9,1119,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,4,1135,1135,1132,1133,0,1132,163719,0,0,0,8,70,1036,9,1124,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,5,1135,1134,1132,1132,0,1132,163682,0,0,0,8,69,1036,9,1123,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,6,1136,1082,1133,1080,0,1133,155706,0,0,0,8,70,1036,10,1125,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,7,1135,1134,1132,1132,0,1132,163635,0,0,0,7,70,1036,9,1123,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,8,1140,1138,1137,1136,0,1137,164279,0,0,0,9,70,1040,10,1129,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,9,1134,1133,1131,1131,0,1131,163576,0,0,0,8,70,1035,10,1124,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,10,1133,1132,1130,1130,0,1130,163466,0,0,0,9,70,1034,9,1122,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,11,1062,1062,1060,1060,0,1060,451573,0,0,0,8,70,965,10,1053,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,12,1086,1045,1062,1045,0,1062,460557,0,0,0,8,69,968,10,1056,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,13,1066,1066,1065,1064,0,1065,464936,0,0,0,8,70,970,9,1057,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,14,1065,1064,1063,1064,0,1063,464352,0,0,0,8,70,968,9,1055,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,15,1063,1057,1063,1056,0,1063,460606,0,0,0,8,69,967,10,1055,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,16,1067,1067,1066,1066,0,1066,465359,0,0,0,9,70,970,9,1058,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,17,1063,1063,1062,1062,0,1062,463694,0,0,0,9,70,965,10,1054,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,18,1068,1052,1067,1052,0,1067,457769,0,0,0,8,70,967,9,1054,541717b1f7dc7b1c,0
baseline,spin,spin,6,6,high-capacity,8,4096,12,2,128,measure,19,1056,1055,1055,1055,0,1055,460604,0,0,0,8,69,960,9,1047,541717b1f7dc7b1c,0
