mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,warmup,0,1007,110,1001,106,996,5,8,0,0,1,8,68,820,5,902,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,warmup,1,957,89,950,85,946,4,8,0,0,1,8,69,817,6,901,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,warmup,2,1006,148,1000,145,993,7,8,0,0,1,8,69,816,5,898,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,warmup,3,1033,161,1027,157,1024,3,8,0,0,1,8,69,811,5,893,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,warmup,4,941,69,935,65,931,4,8,0,0,1,8,69,817,5,899,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,0,978,63,971,59,968,3,8,0,0,1,8,69,811,6,894,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,1,998,96,993,92,989,4,8,0,0,1,8,69,810,6,893,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,2,1157,164,1146,158,1140,6,8,0,0,1,8,69,936,6,1019,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,3,1065,124,1054,118,1047,7,7,0,0,1,8,69,934,6,1017,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,4,1048,142,1038,136,1032,6,7,0,0,1,8,68,935,6,1018,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,5,1057,174,1047,168,1042,5,7,0,0,1,8,68,933,6,1016,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,6,1102,157,1094,151,1087,7,7,0,0,1,9,69,931,6,1015,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,7,1174,125,1165,119,1161,4,8,0,0,1,9,68,930,5,1013,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,8,1111,200,1100,193,1092,8,8,0,0,1,9,69,930,6,1014,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,9,1139,139,1129,133,1122,7,7,0,0,1,8,69,926,6,1009,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,10,1157,223,1147,217,1140,7,8,0,0,1,9,68,930,5,1012,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,11,1137,209,1127,203,1121,6,8,0,0,1,8,69,932,6,1015,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,12,1159,201,1150,195,1145,5,8,0,0,1,8,69,930,6,1013,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,13,1103,127,1093,122,1086,7,8,0,0,1,8,69,927,5,1009,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,0,unpinned,4,4096,12,2,128,measure,14,1269,176,1258,170,1253,5,8,0,0,1,8,69,926,5,1008,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,15,1052,127,1043,121,1037,6,8,0,0,1,8,69,932,5,1014,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,16,1077,161,1067,156,1061,6,8,0,0,1,8,68,927,5,1009,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,17,1030,198,1021,192,1014,7,7,0,0,1,8,69,929,6,1012,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,18,1211,196,1201,191,1195,6,7,0,0,1,8,69,928,6,1012,c50c94b789741948,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,4,4096,12,2,128,measure,19,1063,130,1054,124,1048,6,8,0,0,1,7,68,930,6,1012,c50c94b789741948,0
