mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,warmup,0,1713,45,1710,43,1708,2,16,0,0,0,6,71,1500,17,1595,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,warmup,1,1712,42,1710,40,1708,2,16,0,0,0,7,72,1498,17,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,warmup,2,1623,62,1620,60,1617,3,15,0,0,0,7,71,1509,17,1605,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,warmup,3,1712,43,1710,42,1705,5,16,0,0,0,7,71,1499,17,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,warmup,4,1720,47,1717,45,1712,5,16,0,0,0,8,71,1504,17,1600,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,0,1632,44,1628,42,1623,5,15,0,0,0,8,71,1508,17,1604,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,1,1715,45,1712,42,1710,2,16,0,0,0,8,71,1502,18,1599,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,2,1714,46,1711,45,1709,2,16,0,0,0,7,72,1503,17,1600,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,3,1699,83,1696,81,1694,2,16,0,0,0,7,71,1491,17,1587,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,4,1716,47,1713,45,1712,1,16,0,0,0,6,71,1499,17,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,5,1716,45,1713,44,1707,6,16,0,0,0,7,71,1498,17,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,6,1735,67,1732,65,1729,3,16,0,0,0,7,72,1500,18,1597,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,7,1712,44,1708,42,1705,3,16,0,0,0,8,71,1505,17,1601,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,8,1612,47,1609,45,1606,3,15,0,0,0,7,72,1499,18,1596,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,9,1709,39,1706,37,1701,5,16,0,0,0,7,72,1503,17,1599,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,10,1712,40,1708,38,1707,1,16,0,0,0,7,72,1501,17,1597,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,11,1711,36,1707,34,1704,3,16,0,0,0,7,71,1505,18,1602,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,12,1639,78,1635,76,1632,3,15,0,0,0,7,72,1501,17,1597,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,13,1710,42,1707,39,1704,3,16,0,0,0,8,72,1506,17,1603,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,14,1714,46,1712,44,1705,7,16,0,0,0,7,72,1505,17,1602,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,15,1633,40,1629,39,1629,0,15,0,0,0,7,71,1514,17,1609,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,16,1620,48,1617,46,1616,1,15,0,0,0,7,72,1505,17,1601,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,17,1714,46,1710,44,1707,3,16,0,0,0,7,71,1505,17,1600,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,18,1619,61,1616,59,1610,6,15,0,0,0,7,72,1496,17,1592,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,6,6,high-capacity,16,4096,12,2,128,measure,19,1605,47,1602,45,1597,5,15,0,0,0,6,71,1499,17,1594,f9e012e63c1c7864,0
