mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,warmup,0,941,63,938,62,879,59,12851,914,24,0,8,69,849,6,932,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,warmup,1,940,54,937,52,886,51,10960,922,15,0,7,69,847,6,929,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,warmup,2,941,52,939,50,890,49,10462,926,13,0,7,69,850,5,931,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,warmup,3,939,49,936,48,890,46,9881,926,10,0,7,69,846,5,927,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,warmup,4,935,47,933,46,889,44,9400,926,7,0,7,68,843,5,924,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,0,927,39,924,38,890,34,7583,926,-2,0,7,68,835,6,917,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,1,934,44,933,44,890,43,9064,926,7,0,7,68,842,6,924,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,2,934,45,931,44,889,42,8990,926,5,0,7,68,842,6,923,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,3,937,48,935,46,890,45,9755,926,9,0,7,69,846,5,927,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,4,934,46,931,44,890,41,9161,926,5,0,8,69,841,6,924,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,5,937,48,934,46,890,44,9676,926,8,0,8,69,844,6,927,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,6,932,43,930,41,890,40,8549,926,4,0,8,69,840,5,922,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,7,933,43,931,42,890,41,8862,926,5,0,7,68,842,5,923,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,8,935,45,932,43,889,43,9138,926,6,0,7,69,842,6,924,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,9,943,15,937,12,936,1,1,926,11,0,8,69,839,5,921,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,0,unpinned,4,4096,12,2,128,measure,10,994,6,982,4,980,2,1,926,56,0,8,69,842,6,925,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,11,947,44,941,40,910,31,2137,926,15,0,8,68,850,6,932,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,12,938,31,931,27,911,20,1354,926,5,0,8,69,840,6,923,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,13,941,38,934,34,909,25,1813,926,8,0,7,68,845,5,926,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,14,939,37,931,33,907,24,1731,926,5,0,9,68,840,6,923,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,15,938,36,932,32,908,24,1723,926,6,0,8,69,842,5,924,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,16,943,42,935,37,907,28,2049,926,9,0,7,68,846,6,928,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,17,934,31,927,27,909,18,1306,926,1,0,7,69,837,6,919,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,18,928,27,921,23,907,14,919,926,-5,0,6,68,832,6,913,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,4,4096,12,2,128,measure,19,935,33,928,29,908,20,1464,926,2,0,7,68,839,5,920,c50c94b789741948,0
