mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,warmup,0,983,945,980,943,0,980,135897,0,0,1,8,69,889,6,972,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,warmup,1,984,982,981,980,0,981,141849,0,0,1,8,69,889,6,972,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,warmup,2,983,981,980,979,0,980,141717,0,0,1,8,69,888,6,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,warmup,3,982,971,979,969,0,979,139839,0,0,1,8,69,888,6,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,warmup,4,980,979,977,977,0,977,141398,0,0,1,7,68,886,6,968,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,0,984,984,982,981,0,982,141976,0,0,1,8,69,890,6,973,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,1,983,982,980,980,0,980,141816,0,0,1,8,69,889,6,972,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,2,982,940,979,938,0,979,135328,0,0,1,9,69,886,7,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,3,982,981,980,979,0,980,141651,0,0,1,7,69,888,6,970,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,4,981,980,978,978,0,978,141511,0,0,1,8,68,887,6,970,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,5,979,953,975,952,0,975,137342,0,0,1,8,69,885,5,967,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,6,982,982,980,980,0,980,141774,0,0,1,7,69,888,6,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,7,981,980,978,978,0,978,141417,0,0,1,8,69,887,5,969,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,8,984,982,981,980,0,981,141882,0,0,1,7,69,889,6,972,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,9,980,937,977,935,0,977,134710,0,0,1,8,69,885,6,969,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,10,983,982,980,980,0,980,141824,0,0,1,8,69,888,7,972,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,11,981,980,978,978,0,978,141531,0,0,1,8,68,887,5,969,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,12,979,965,976,963,0,976,138875,0,0,1,8,68,885,6,968,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,13,980,979,977,977,0,977,141444,0,0,1,8,69,887,5,969,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,14,977,977,974,974,0,974,140961,0,0,1,8,68,884,5,966,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,15,982,981,979,979,0,979,141668,0,0,1,7,69,887,6,970,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,16,983,948,980,946,0,980,136462,0,0,1,8,69,888,6,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,17,982,980,979,978,0,979,141634,0,0,1,8,69,888,6,971,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,18,982,981,979,979,0,979,141588,0,0,1,8,69,888,5,970,c50c94b789741948,0
baseline,spin,spin,6,6,high-capacity,4,4096,12,2,128,measure,19,917,917,915,915,0,915,388350,0,0,1,9,69,824,6,908,c50c94b789741948,0
