mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,warmup,0,1335,104,1328,100,1236,92,7012,1253,75,0,8,70,1230,10,1319,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,warmup,1,1322,64,1315,60,1262,53,3928,1280,35,0,9,70,1218,9,1306,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,warmup,2,1316,61,1309,57,1233,76,3483,1280,29,0,9,70,1212,9,1300,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,warmup,3,1311,54,1304,50,1260,44,3191,1280,24,0,9,70,1207,9,1295,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,warmup,4,1320,65,1314,60,1261,53,3950,1280,34,0,9,70,1217,9,1305,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,0,1322,114,1315,109,1211,104,7944,1280,35,0,9,70,1216,10,1306,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,1,1316,60,1309,56,1260,49,3619,1280,29,0,9,69,1212,9,1300,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,2,1298,40,1291,36,1262,29,2169,1280,11,0,8,70,1194,9,1282,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,3,1314,58,1307,54,1261,46,3515,1280,27,0,9,69,1211,9,1298,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,4,1307,49,1300,45,1261,39,2883,1280,20,0,9,69,1203,9,1291,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,5,1317,61,1310,57,1260,50,3752,1280,30,0,9,70,1213,9,1302,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,6,1305,46,1297,43,1261,36,2669,1280,17,0,8,70,1201,9,1289,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,7,1324,68,1317,64,1261,56,4294,1280,37,0,8,69,1220,10,1308,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,8,1324,67,1318,63,1261,57,4287,1280,38,0,8,70,1220,10,1309,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,9,1301,45,1295,41,1260,35,2560,1280,15,0,8,70,1198,9,1286,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,10,1304,48,1297,44,1260,37,2758,1280,17,0,9,70,1199,10,1288,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,11,1301,44,1294,40,1261,33,2469,1280,14,0,9,69,1197,9,1285,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,12,1315,58,1308,54,1260,48,3689,1280,28,0,8,70,1210,10,1299,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,13,1305,51,1299,46,1260,39,2900,1280,19,0,9,70,1201,9,1290,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,14,1313,56,1306,52,1261,45,3440,1280,26,0,9,70,1208,10,1297,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,15,1325,68,1318,63,1261,57,4366,1280,38,0,8,70,1221,9,1309,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,16,1315,59,1309,55,1260,49,3692,1280,29,0,9,69,1212,9,1300,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,17,1325,68,1318,63,1261,57,4311,1280,38,0,8,70,1220,10,1309,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,18,1267,15,1261,12,1254,7,508,1280,-19,0,9,70,1164,9,1253,541717b1f7dc7b1c,0
baseline,predictive,predictive-sleep-spin,-1,1,unpinned,8,4096,12,2,128,measure,19,1287,37,1282,34,1253,29,2920,1280,2,0,8,70,1184,9,1272,541717b1f7dc7b1c,0
