mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,4,4096,12,2,128,warmup,0,1208,0
scna-int8,4,4096,12,2,128,warmup,1,1316,0
scna-int8,4,4096,12,2,128,warmup,2,1314,0
scna-int8,4,4096,12,2,128,warmup,3,1314,0
scna-int8,4,4096,12,2,128,warmup,4,1316,0
scna-int8,4,4096,12,2,128,measure,0,1221,0
scna-int8,4,4096,12,2,128,measure,1,1321,0
scna-int8,4,4096,12,2,128,measure,2,1319,0
scna-int8,4,4096,12,2,128,measure,3,1315,0
scna-int8,4,4096,12,2,128,measure,4,1329,0
scna-int8,4,4096,12,2,128,measure,5,1337,0
scna-int8,4,4096,12,2,128,measure,6,1399,0
scna-int8,4,4096,12,2,128,measure,7,1412,0
scna-int8,4,4096,12,2,128,measure,8,1416,0
scna-int8,4,4096,12,2,128,measure,9,1404,0
scna-int8,4,4096,12,2,128,measure,10,1382,0
scna-int8,4,4096,12,2,128,measure,11,1395,0
scna-int8,4,4096,12,2,128,measure,12,1395,0
scna-int8,4,4096,12,2,128,measure,13,1387,0
scna-int8,4,4096,12,2,128,measure,14,1369,0
scna-int8,4,4096,12,2,128,measure,15,1373,0
scna-int8,4,4096,12,2,128,measure,16,1493,0
scna-int8,4,4096,12,2,128,measure,17,1387,0
scna-int8,4,4096,12,2,128,measure,18,1467,0
scna-int8,4,4096,12,2,128,measure,19,1471,0
