mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,4,4096,12,2,128,warmup,0,979,0
lut-exp,4,4096,12,2,128,warmup,1,922,0
lut-exp,4,4096,12,2,128,warmup,2,949,0
lut-exp,4,4096,12,2,128,warmup,3,910,0
lut-exp,4,4096,12,2,128,warmup,4,921,0
lut-exp,4,4096,12,2,128,measure,0,940,0
lut-exp,4,4096,12,2,128,measure,1,950,0
lut-exp,4,4096,12,2,128,measure,2,949,0
lut-exp,4,4096,12,2,128,measure,3,919,0
lut-exp,4,4096,12,2,128,measure,4,944,0
lut-exp,4,4096,12,2,128,measure,5,916,0
lut-exp,4,4096,12,2,128,measure,6,950,0
lut-exp,4,4096,12,2,128,measure,7,928,0
lut-exp,4,4096,12,2,128,measure,8,969,0
lut-exp,4,4096,12,2,128,measure,9,945,0
lut-exp,4,4096,12,2,128,measure,10,857,0
lut-exp,4,4096,12,2,128,measure,11,951,0
lut-exp,4,4096,12,2,128,measure,12,912,0
lut-exp,4,4096,12,2,128,measure,13,932,0
lut-exp,4,4096,12,2,128,measure,14,878,0
lut-exp,4,4096,12,2,128,measure,15,944,0
lut-exp,4,4096,12,2,128,measure,16,1048,0
lut-exp,4,4096,12,2,128,measure,17,875,0
lut-exp,4,4096,12,2,128,measure,18,1060,0
lut-exp,4,4096,12,2,128,measure,19,1106,0
