mode,function,kernel,scna_width,qo_len,iteration,profiled_total,safe_sm,scna_exp,q_load,k_load,v_load,qk_dot,core_acc,host_elapsed
scna-fp16,exp2,direct,32,4,9,1021.0,418.0,371.0,2.0,312.0,278.0,4.0,4.0,1281.0
scna-fp16,exp2,direct,32,4,10,1017.0,416.0,371.0,2.0,302.0,285.0,4.0,4.0,1277.0
scna-fp16,exp2,direct,32,4,11,1028.0,416.0,371.0,2.0,314.0,283.0,4.0,4.0,1279.0
scna-fp16,exp2,direct,32,4,12,1040.0,416.0,371.0,2.0,314.0,295.0,4.0,5.0,1373.0
scna-fp16,exp2,direct,32,4,13,1021.0,416.0,371.0,2.0,309.0,282.0,4.0,4.0,1236.0
scna-fp16,exp2,direct,32,4,14,1036.0,417.0,371.0,2.0,311.0,294.0,4.0,4.0,1340.0
scna-fp16,exp2,direct,32,4,15,1047.0,418.0,371.0,2.0,316.0,299.0,4.0,4.0,1352.0
scna-fp16,exp2,direct,32,4,16,1031.0,415.0,371.0,2.0,310.0,291.0,4.0,4.0,1248.0
scna-fp16,exp2,direct,32,4,17,1028.0,416.0,371.0,2.0,308.0,289.0,4.0,5.0,1268.0
scna-fp16,exp2,direct,32,4,18,1052.0,417.0,371.0,2.0,322.0,298.0,4.0,5.0,1324.0
scna-fp16,exp2,direct,32,4,19,1035.0,417.0,371.0,2.0,310.0,293.0,4.0,5.0,1323.0
scna-fp16,exp2,direct,32,8,0,1464.0,816.0,728.0,4.0,322.0,299.0,8.0,8.0,1710.0
scna-fp16,exp2,direct,32,8,1,1465.0,814.0,728.0,4.0,325.0,298.0,8.0,8.0,1706.0
scna-fp16,exp2,direct,32,8,2,1464.0,814.0,727.0,4.0,327.0,295.0,8.0,8.0,1709.0
scna-fp16,exp2,direct,32,8,3,1463.0,814.0,728.0,4.0,325.0,297.0,8.0,8.0,1710.0
scna-fp16,exp2,direct,32,8,4,1462.0,816.0,728.0,4.0,324.0,295.0,8.0,8.0,1708.0
scna-fp16,exp2,direct,32,8,5,1464.0,815.0,728.0,4.0,325.0,296.0,8.0,8.0,1710.0
scna-fp16,exp2,direct,32,8,6,1404.0,809.0,727.0,3.0,301.0,266.0,8.0,9.0,1705.0
scna-fp16,exp2,direct,32,8,7,1460.0,813.0,729.0,4.0,317.0,301.0,8.0,9.0,1816.0
scna-fp16,exp2,direct,32,8,8,1464.0,821.0,727.0,4.0,321.0,294.0,8.0,8.0,1698.0
scna-fp16,exp2,direct,32,8,9,1481.0,820.0,728.0,4.0,335.0,298.0,8.0,8.0,1763.0
scna-fp16,exp2,direct,32,8,10,1464.0,817.0,728.0,4.0,323.0,296.0,8.0,8.0,1688.0
scna-fp16,exp2,direct,32,8,11,1485.0,821.0,728.0,4.0,336.0,300.0,8.0,8.0,1745.0
scna-fp16,exp2,direct,32,8,12,1472.0,818.0,728.0,4.0,333.0,293.0,8.0,8.0,1748.0
scna-fp16,exp2,direct,32,8,13,1473.0,819.0,727.0,4.0,334.0,292.0,8.0,8.0,1752.0
scna-fp16,exp2,direct,32,8,14,1471.0,819.0,727.0,4.0,321.0,303.0,8.0,8.0,1742.0
scna-fp16,exp2,direct,32,8,15,1474.0,821.0,728.0,4.0,333.0,292.0,8.0,8.0,1731.0
scna-fp16,exp2,direct,32,8,16,1469.0,820.0,728.0,4.0,319.0,302.0,8.0,8.0,1798.0
scna-fp16,exp2,direct,32,8,17,1472.0,819.0,728.0,4.0,333.0,293.0,8.0,8.0,1743.0
scna-fp16,exp2,direct,32,8,18,1471.0,821.0,728.0,4.0,329.0,293.0,8.0,8.0,1710.0
scna-fp16,exp2,direct,32,8,19,1473.0,819.0,729.0,4.0,334.0,292.0,8.0,8.0,1736.0
scna-fp16,exp2,direct,32,16,0,2311.0,1616.0,1444.0,8.0,327.0,322.0,12.0,13.0,2622.0
scna-fp16,exp2,direct,32,16,1,2213.0,1605.0,1442.0,7.0,309.0,256.0,12.0,12.0,2500.0
scna-fp16,exp2,direct,32,16,2,2237.0,1612.0,1441.0,8.0,296.0,283.0,12.0,13.0,2495.0
scna-fp16,exp2,direct,32,16,3,2251.0,1614.0,1440.0,8.0,312.0,279.0,13.0,13.0,2586.0
scna-fp16,exp2,direct,32,16,4,2302.0,1620.0,1441.0,8.0,328.0,309.0,12.0,13.0,2551.0
scna-fp16,exp2,direct,32,16,5,2307.0,1624.0,1442.0,8.0,330.0,306.0,12.0,13.0,2665.0
scna-fp16,exp2,direct,32,16,6,2309.0,1624.0,1441.0,8.0,329.0,309.0,13.0,13.0,2631.0
scna-fp16,exp2,direct,32,16,7,2302.0,1620.0,1441.0,8.0,329.0,307.0,12.0,13.0,2654.0
scna-fp16,exp2,direct,32,16,8,2291.0,1618.0,1441.0,8.0,328.0,300.0,12.0,13.0,2540.0
scna-fp16,exp2,direct,32,16,9,2295.0,1624.0,1441.0,8.0,324.0,300.0,12.0,13.0,2540.0
scna-fp16,exp2,direct,32,16,10,2287.0,1624.0,1441.0,8.0,315.0,302.0,12.0,13.0,2560.0
scna-fp16,exp2,direct,32,16,11,2295.0,1622.0,1441.0,8.0,326.0,301.0,12.0,13.0,2548.0
scna-fp16,exp2,direct,32,16,12,2293.0,1620.0,1441.0,8.0,322.0,306.0,12.0,13.0,2630.0
scna-fp16,exp2,direct,32,16,13,2302.0,1626.0,1442.0,8.0,327.0,305.0,12.0,12.0,2639.0
scna-fp16,exp2,direct,32,16,14,2295.0,1623.0,1441.0,8.0,323.0,304.0,12.0,13.0,2679.0
scna-fp16,exp2,direct,32,16,15,2280.0,1623.0,1441.0,8.0,317.0,296.0,12.0,12.0,2512.0
scna-fp16,exp2,direct,32,16,16,2287.0,1623.0,1441.0,8.0,322.0,296.0,12.0,12.0,2524.0
scna-fp16,exp2,direct,32,16,17,2277.0,1625.0,1439.0,8.0,318.0,289.0,12.0,13.0,2519.0
scna-fp16,exp2,direct,32,16,18,2275.0,1628.0,1441.0,8.0,320.0,282.0,12.0,13.0,2506.0
scna-fp16,exp2,direct,32,16,19,2279.0,1622.0,1440.0,8.0,315.0,297.0,12.0,12.0,2576.0
scna-fp16,exp2,direct,32,32,0,3970.0,3230.0,2870.0,15.0,327.0,322.0,24.0,27.0,4298.0
scna-fp16,exp2,direct,32,32,1,3962.0,3224.0,2869.0,15.0,327.0,320.0,24.0,27.0,4295.0
scna-fp16,exp2,direct,32,32,2,3952.0,3230.0,2869.0,15.0,326.0,305.0,24.0,27.0,4340.0
scna-fp16,exp2,direct,32,32,3,4032.0,3246.0,2871.0,15.0,362.0,333.0,24.0,27.0,4376.0
scna-fp16,exp2,direct,32,32,4,4036.0,3253.0,2870.0,15.0,358.0,334.0,24.0,27.0,4342.0
scna-fp16,exp2,direct,32,32,5,4035.0,3253.0,2870.0,15.0,360.0,331.0,24.0,27.0,4414.0
scna-fp16,exp2,direct,32,32,6,4036.0,3254.0,2871.0,15.0,354.0,337.0,24.0,27.0,4334.0
scna-fp16,exp2,direct,32,32,7,4031.0,3250.0,2870.0,15.0,355.0,336.0,24.0,26.0,4358.0
scna-fp16,exp2,direct,32,32,8,4029.0,3251.0,2870.0,15.0,352.0,336.0,24.0,26.0,4312.0
scna-fp16,exp2,direct,32,32,9,4025.0,3248.0,2870.0,15.0,356.0,330.0,24.0,27.0,4424.0
scna-fp16,exp2,direct,32,32,10,4035.0,3254.0,2870.0,15.0,356.0,334.0,24.0,26.0,4338.0
scna-fp16,exp2,direct,32,32,11,4035.0,3252.0,2870.0,15.0,357.0,335.0,24.0,27.0,4337.0
scna-fp16,exp2,direct,32,32,12,4034.0,3253.0,2870.0,15.0,355.0,336.0,24.0,26.0,4335.0
scna-fp16,exp2,direct,32,32,13,4021.0,3251.0,2871.0,15.0,347.0,332.0,24.0,27.0,4307.0
scna-fp16,exp2,direct,32,32,14,4032.0,3250.0,2871.0,15.0,358.0,333.0,24.0,27.0,4380.0
scna-fp16,exp2,direct,32,32,15,3921.0,3223.0,2869.0,15.0,325.0,283.0,24.0,26.0,4212.0
scna-fp16,exp2,direct,32,32,16,3917.0,3214.0,2868.0,15.0,299.0,314.0,24.0,26.0,4251.0
scna-fp16,exp2,direct,32,32,17,4025.0,3247.0,2870.0,15.0,355.0,333.0,24.0,26.0,4329.0
scna-fp16,exp2,direct,32,32,18,4026.0,3253.0,2870.0,15.0,349.0,332.0,24.0,28.0,4319.0
scna-fp16,exp2,direct,32,32,19,4025.0,3247.0,2870.0,15.0,363.0,325.0,24.0,26.0,4417.0
scna-fp16,exp2,tree,8,4,0,804.0,194.0,148.0,2.0,312.0,284.0,4.0,2.0,1087.0
scna-fp16,exp2,tree,8,4,1,800.0,196.0,149.0,2.0,313.0,278.0,4.0,2.0,1048.0
scna-fp16,exp2,tree,8,4,2,806.0,195.0,148.0,2.0,308.0,290.0,4.0,2.0,1051.0
scna-fp16,exp2,tree,8,4,3,828.0,195.0,148.0,2.0,322.0,298.0,4.0,2.0,1149.0
scna-fp16,exp2,tree,8,4,4,830.0,195.0,148.0,2.0,317.0,305.0,4.0,2.0,1157.0
scna-fp16,exp2,tree,8,4,5,811.0,195.0,148.0,2.0,324.0,279.0,4.0,2.0,1066.0
scna-fp16,exp2,tree,8,4,6,810.0,195.0,149.0,2.0,301.0,300.0,4.0,2.0,1043.0
scna-fp16,exp2,tree,8,4,7,805.0,196.0,148.0,2.0,319.0,276.0,4.0,2.0,1044.0
scna-fp16,exp2,tree,8,4,8,839.0,200.0,150.0,2.0,321.0,305.0,4.0,2.0,1070.0
scna-fp16,exp2,tree,8,4,9,842.0,203.0,151.0,2.0,329.0,297.0,4.0,2.0,1134.0
scna-fp16,exp2,tree,8,4,10,849.0,203.0,150.0,2.0,333.0,300.0,4.0,2.0,1148.0
scna-fp16,exp2,tree,8,4,11,854.0,203.0,150.0,2.0,334.0,304.0,4.0,2.0,1085.0
scna-fp16,exp2,tree,8,4,12,852.0,203.0,150.0,2.0,341.0,294.0,4.0,2.0,1076.0
scna-fp16,exp2,tree,8,4,13,849.0,202.0,150.0,2.0,328.0,306.0,4.0,2.0,1190.0
scna-fp16,exp2,tree,8,4,14,841.0,203.0,150.0,2.0,329.0,296.0,4.0,2.0,1136.0
scna-fp16,exp2,tree,8,4,15,866.0,204.0,150.0,2.0,336.0,313.0,4.0,2.0,1173.0
scna-fp16,exp2,tree,8,4,16,835.0,203.0,150.0,2.0,323.0,295.0,4.0,2.0,1185.0
scna-fp16,exp2,tree,8,4,17,813.0,201.0,150.0,2.0,321.0,278.0,4.0,2.0,1125.0
scna-fp16,exp2,tree,8,4,18,799.0,198.0,150.0,2.0,312.0,275.0,4.0,2.0,1061.0
scna-fp16,exp2,tree,8,4,19,805.0,197.0,148.0,2.0,306.0,289.0,4.0,2.0,1115.0
scna-fp16,exp2,tree,8,8,0,896.0,373.0,287.0,4.0,261.0,236.0,8.0,6.0,1200.0
scna-fp16,exp2,tree,8,8,1,891.0,369.0,288.0,4.0,262.0,234.0,8.0,6.0,1207.0
scna-fp16,exp2,tree,8,8,2,892.0,370.0,286.0,4.0,260.0,236.0,8.0,6.0,1207.0
scna-fp16,exp2,tree,8,8,3,892.0,373.0,286.0,4.0,259.0,234.0,8.0,6.0,1139.0
scna-fp16,exp2,tree,8,8,4,892.0,372.0,287.0,3.0,261.0,234.0,8.0,6.0,1112.0
scna-fp16,exp2,tree,8,8,5,886.0,365.0,288.0,3.0,259.0,237.0,8.0,6.0,1131.0
scna-fp16,exp2,tree,8,8,6,893.0,373.0,287.0,4.0,258.0,236.0,8.0,6.0,1108.0
scna-fp16,exp2,tree,8,8,7,893.0,373.0,286.0,4.0,258.0,236.0,8.0,6.0,1167.0
scna-fp16,exp2,tree,8,8,8,890.0,374.0,287.0,3.0,257.0,234.0,8.0,6.0,1113.0
scna-fp16,exp2,tree,8,8,9,892.0,373.0,286.0,4.0,261.0,233.0,8.0,6.0,1111.0
scna-fp16,exp2,tree,8,8,10,892.0,374.0,287.0,4.0,259.0,233.0,8.0,6.0,1112.0
scna-fp16,exp2,tree,8,8,11,888.0,372.0,286.0,4.0,258.0,232.0,8.0,6.0,1113.0
scna-fp16,exp2,tree,8,8,12,891.0,375.0,286.0,4.0,257.0,233.0,8.0,6.0,1114.0
scna-fp16,exp2,tree,8,8,13,889.0,373.0,286.0,4.0,257.0,233.0,8.0,6.0,1112.0
scna-fp16,exp2,tree,8,8,14,890.0,374.0,286.0,4.0,257.0,233.0,8.0,6.0,1110.0
scna-fp16,exp2,tree,8,8,15,888.0,373.0,287.0,3.0,257.0,233.0,8.0,6.0,1123.0
scna-fp16,exp2,tree,8,8,16,884.0,368.0,287.0,4.0,258.0,232.0,8.0,6.0,1140.0
scna-fp16,exp2,tree,8,8,17,889.0,372.0,286.0,4.0,257.0,234.0,8.0,6.0,1098.0
scna-fp16,exp2,tree,8,8,18,886.0,368.0,286.0,4.0,257.0,235.0,8.0,6.0,1264.0
scna-fp16,exp2,tree,8,8,19,889.0,370.0,286.0,4.0,257.0,236.0,8.0,6.0,1178.0
scna-fp16,exp2,tree,8,16,0,1454.0,750.0,570.0,8.0,359.0,302.0,12.0,10.0,1688.0
scna-fp16,exp2,tree,8,16,1,1447.0,756.0,569.0,8.0,335.0,314.0,12.0,10.0,1684.0
scna-fp16,exp2,tree,8,16,2,1459.0,754.0,570.0,8.0,351.0,312.0,12.0,10.0,1787.0
scna-fp16,exp2,tree,8,16,3,1482.0,745.0,569.0,8.0,346.0,348.0,12.0,11.0,1781.0
scna-fp16,exp2,tree,8,16,4,1470.0,749.0,569.0,8.0,340.0,339.0,12.0,10.0,1801.0
scna-fp16,exp2,tree,8,16,5,1469.0,750.0,570.0,8.0,334.0,342.0,12.0,10.0,1710.0
scna-fp16,exp2,tree,8,16,6,1495.0,751.0,570.0,7.0,341.0,362.0,12.0,10.0,1840.0
scna-fp16,exp2,tree,8,16,7,1389.0,813.0,593.0,8.0,167.0,366.0,12.0,11.0,1656.0
scna-fp16,exp2,tree,8,16,8,1384.0,806.0,591.0,8.0,166.0,369.0,12.0,11.0,1683.0
scna-fp16,exp2,tree,8,16,9,1383.0,808.0,590.0,7.0,166.0,367.0,12.0,11.0,1619.0
scna-fp16,exp2,tree,8,16,10,1382.0,807.0,591.0,8.0,166.0,367.0,12.0,10.0,1749.0
scna-fp16,exp2,tree,8,16,11,1380.0,808.0,591.0,8.0,165.0,365.0,12.0,10.0,1615.0
scna-fp16,exp2,tree,8,16,12,1378.0,803.0,591.0,8.0,163.0,369.0,12.0,11.0,1694.0
scna-fp16,exp2,tree,8,16,13,1504.0,808.0,592.0,7.0,287.0,367.0,12.0,11.0,1804.0
scna-fp16,exp2,tree,8,16,14,1383.0,809.0,589.0,8.0,162.0,368.0,13.0,11.0,1712.0
scna-fp16,exp2,tree,8,16,15,1503.0,808.0,590.0,8.0,286.0,366.0,12.0,11.0,1744.0
scna-fp16,exp2,tree,8,16,16,1505.0,807.0,591.0,8.0,287.0,368.0,12.0,11.0,1808.0
scna-fp16,exp2,tree,8,16,17,1500.0,805.0,590.0,8.0,288.0,365.0,12.0,10.0,1771.0
scna-fp16,exp2,tree,8,16,18,1494.0,799.0,591.0,8.0,286.0,365.0,12.0,12.0,1764.0
scna-fp16,exp2,tree,8,16,19,1501.0,802.0,589.0,7.0,287.0,369.0,12.0,11.0,1836.0
scna-fp16,exp2,tree,8,32,0,2248.0,1484.0,1126.0,15.0,345.0,333.0,24.0,23.0,2509.0
scna-fp16,exp2,tree,8,32,1,2236.0,1474.0,1125.0,15.0,346.0,330.0,24.0,23.0,2514.0
scna-fp16,exp2,tree,8,32,2,2246.0,1484.0,1126.0,15.0,344.0,332.0,24.0,23.0,2500.0
scna-fp16,exp2,tree,8,32,3,2247.0,1486.0,1126.0,15.0,353.0,323.0,24.0,22.0,2596.0
scna-fp16,exp2,tree,8,32,4,2108.0,1444.0,1124.0,15.0,312.0,266.0,24.0,22.0,2505.0
scna-fp16,exp2,tree,8,32,5,2268.0,1490.0,1128.0,15.0,355.0,338.0,24.0,23.0,2561.0
scna-fp16,exp2,tree,8,32,6,2333.0,1513.0,1131.0,15.0,394.0,340.0,24.0,23.0,2619.0
scna-fp16,exp2,tree,8,32,7,2339.0,1514.0,1134.0,15.0,397.0,342.0,24.0,23.0,2639.0
scna-fp16,exp2,tree,8,32,8,2337.0,1511.0,1133.0,15.0,398.0,343.0,24.0,23.0,2703.0
scna-fp16,exp2,tree,8,32,9,2341.0,1513.0,1133.0,15.0,403.0,340.0,24.0,23.0,2640.0
scna-fp16,exp2,tree,8,32,10,2344.0,1512.0,1132.0,15.0,399.0,347.0,24.0,23.0,2626.0
scna-fp16,exp2,tree,8,32,11,2339.0,1513.0,1132.0,15.0,405.0,336.0,24.0,23.0,2598.0
scna-fp16,exp2,tree,8,32,12,2336.0,1512.0,1131.0,15.0,402.0,336.0,24.0,23.0,2621.0
scna-fp16,exp2,tree,8,32,13,2347.0,1513.0,1132.0,15.0,403.0,347.0,24.0,22.0,2733.0
scna-fp16,exp2,tree,8,32,14,2321.0,1510.0,1132.0,15.0,387.0,338.0,24.0,23.0,2593.0
scna-fp16,exp2,tree,8,32,15,2331.0,1516.0,1132.0,15.0,390.0,341.0,24.0,22.0,2616.0
scna-fp16,exp2,tree,8,32,16,2330.0,1513.0,1131.0,15.0,398.0,334.0,24.0,23.0,2602.0
scna-fp16,exp2,tree,8,32,17,2326.0,1512.0,1131.0,15.0,396.0,333.0,24.0,23.0,2597.0
scna-fp16,exp2,tree,8,32,18,2335.0,1512.0,1132.0,15.0,396.0,342.0,24.0,22.0,2623.0
scna-fp16,exp2,tree,8,32,19,2330.0,1518.0,1131.0,15.0,397.0,330.0,24.0,22.0,2611.0
scna-fp16,exp2,tree,16,4,0,823.0,207.0,163.0,2.0,316.0,289.0,4.0,2.0,1059.0
scna-fp16,exp2,tree,16,4,1,810.0,207.0,164.0,2.0,298.0,294.0,4.0,2.0,1032.0
scna-fp16,exp2,tree,16,4,2,841.0,207.0,164.0,2.0,320.0,302.0,4.0,2.0,1076.0
scna-fp16,exp2,tree,16,4,3,827.0,208.0,164.0,2.0,318.0,289.0,4.0,2.0,1041.0
scna-fp16,exp2,tree,16,4,4,834.0,208.0,164.0,2.0,319.0,295.0,4.0,2.0,1061.0
scna-fp16,exp2,tree,16,4,5,844.0,208.0,164.0,2.0,318.0,306.0,4.0,2.0,1156.0
scna-fp16,exp2,tree,16,4,6,844.0,209.0,163.0,2.0,318.0,305.0,4.0,2.0,1145.0
scna-fp16,exp2,tree,16,4,7,836.0,207.0,164.0,2.0,319.0,299.0,4.0,2.0,1055.0
scna-fp16,exp2,tree,16,4,8,805.0,207.0,164.0,2.0,311.0,276.0,4.0,2.0,1047.0
scna-fp16,exp2,tree,16,4,9,848.0,208.0,164.0,2.0,318.0,310.0,4.0,2.0,1145.0
scna-fp16,exp2,tree,16,4,10,840.0,208.0,164.0,2.0,332.0,288.0,4.0,2.0,1061.0
scna-fp16,exp2,tree,16,4,11,812.0,207.0,164.0,2.0,327.0,266.0,4.0,2.0,1148.0
scna-fp16,exp2,tree,16,4,12,805.0,206.0,163.0,3.0,296.0,290.0,4.0,2.0,1079.0
scna-fp16,exp2,tree,16,4,13,842.0,207.0,163.0,2.0,319.0,304.0,4.0,2.0,1093.0
scna-fp16,exp2,tree,16,4,14,856.0,210.0,164.0,2.0,317.0,317.0,4.0,2.0,1087.0
scna-fp16,exp2,tree,16,4,15,1008.0,237.0,177.0,2.0,409.0,350.0,4.0,2.0,1267.0
scna-fp16,exp2,tree,16,4,16,1024.0,238.0,177.0,2.0,417.0,357.0,4.0,2.0,1318.0
scna-fp16,exp2,tree,16,4,17,1009.0,237.0,177.0,2.0,407.0,352.0,4.0,2.0,1323.0
scna-fp16,exp2,tree,16,4,18,1008.0,236.0,177.0,2.0,409.0,351.0,4.0,2.0,1336.0
scna-fp16,exp2,tree,16,4,19,1016.0,237.0,177.0,2.0,408.0,359.0,4.0,2.0,1354.0
scna-fp16,exp2,tree,16,8,0,1012.0,401.0,317.0,4.0,311.0,275.0,8.0,6.0,1241.0
scna-fp16,exp2,tree,16,8,1,1014.0,402.0,318.0,4.0,314.0,273.0,8.0,6.0,1235.0
scna-fp16,exp2,tree,16,8,2,1012.0,402.0,318.0,4.0,314.0,271.0,8.0,6.0,1234.0
scna-fp16,exp2,tree,16,8,3,1015.0,401.0,316.0,4.0,312.0,276.0,8.0,6.0,1250.0
scna-fp16,exp2,tree,16,8,4,1099.0,412.0,320.0,4.0,345.0,316.0,8.0,6.0,1338.0
scna-fp16,exp2,tree,16,8,5,1073.0,406.0,320.0,4.0,308.0,334.0,8.0,6.0,1301.0
scna-fp16,exp2,tree,16,8,6,1076.0,411.0,320.0,4.0,313.0,327.0,8.0,6.0,1311.0
scna-fp16,exp2,tree,16,8,7,1080.0,411.0,320.0,4.0,336.0,308.0,8.0,6.0,1337.0
scna-fp16,exp2,tree,16,8,8,1093.0,413.0,320.0,4.0,346.0,309.0,8.0,6.0,1338.0
scna-fp16,exp2,tree,16,8,9,1071.0,407.0,318.0,4.0,335.0,304.0,8.0,6.0,1308.0
scna-fp16,exp2,tree,16,8,10,1095.0,412.0,320.0,4.0,339.0,319.0,8.0,6.0,1349.0
scna-fp16,exp2,tree,16,8,11,1080.0,410.0,319.0,4.0,332.0,313.0,8.0,6.0,1315.0
scna-fp16,exp2,tree,16,8,12,1078.0,412.0,319.0,4.0,337.0,304.0,8.0,6.0,1328.0
scna-fp16,exp2,tree,16,8,13,1084.0,407.0,320.0,4.0,347.0,305.0,8.0,6.0,1343.0
scna-fp16,exp2,tree,16,8,14,1083.0,411.0,319.0,4.0,333.0,313.0,8.0,6.0,1314.0
scna-fp16,exp2,tree,16,8,15,1087.0,412.0,319.0,4.0,318.0,332.0,8.0,6.0,1326.0
scna-fp16,exp2,tree,16,8,16,1237.0,444.0,332.0,4.0,412.0,356.0,8.0,6.0,1493.0
scna-fp16,exp2,tree,16,8,17,1232.0,444.0,331.0,4.0,405.0,358.0,8.0,6.0,1480.0
scna-fp16,exp2,tree,16,8,18,1241.0,441.0,330.0,4.0,414.0,361.0,8.0,6.0,1484.0
scna-fp16,exp2,tree,16,8,19,1234.0,440.0,331.0,4.0,416.0,353.0,8.0,6.0,1525.0
scna-fp16,exp2,tree,16,16,0,1428.0,790.0,625.0,8.0,300.0,295.0,12.0,11.0,1700.0
scna-fp16,exp2,tree,16,16,1,1421.0,791.0,626.0,8.0,307.0,280.0,12.0,11.0,1697.0
scna-fp16,exp2,tree,16,16,2,1443.0,791.0,624.0,8.0,317.0,292.0,12.0,11.0,1718.0
scna-fp16,exp2,tree,16,16,3,1521.0,811.0,631.0,8.0,333.0,334.0,12.0,11.0,1812.0
scna-fp16,exp2,tree,16,16,4,1572.0,830.0,635.0,7.0,369.0,331.0,13.0,10.0,1814.0
scna-fp16,exp2,tree,16,16,5,1582.0,830.0,636.0,8.0,377.0,332.0,12.0,11.0,1883.0
scna-fp16,exp2,tree,16,16,6,1576.0,829.0,634.0,8.0,382.0,323.0,12.0,10.0,1845.0
scna-fp16,exp2,tree,16,16,7,1582.0,828.0,636.0,8.0,382.0,329.0,12.0,11.0,1813.0
scna-fp16,exp2,tree,16,16,8,1576.0,827.0,635.0,8.0,378.0,328.0,12.0,11.0,1867.0
scna-fp16,exp2,tree,16,16,9,1578.0,825.0,635.0,8.0,377.0,333.0,12.0,11.0,1898.0
scna-fp16,exp2,tree,16,16,10,1572.0,824.0,635.0,8.0,380.0,325.0,12.0,11.0,1862.0
scna-fp16,exp2,tree,16,16,11,1564.0,843.0,638.0,8.0,313.0,365.0,12.0,11.0,1882.0
scna-fp16,exp2,tree,16,16,12,1626.0,854.0,645.0,8.0,367.0,362.0,12.0,11.0,1908.0
scna-fp16,exp2,tree,16,16,13,1668.0,854.0,643.0,8.0,405.0,367.0,12.0,10.0,1903.0
scna-fp16,exp2,tree,16,16,14,1677.0,853.0,643.0,8.0,414.0,367.0,12.0,11.0,1999.0
scna-fp16,exp2,tree,16,16,15,1671.0,851.0,642.0,8.0,416.0,361.0,12.0,11.0,2036.0
scna-fp16,exp2,tree,16,16,16,1669.0,850.0,643.0,7.0,409.0,367.0,12.0,11.0,2028.0
scna-fp16,exp2,tree,16,16,17,1673.0,851.0,643.0,8.0,417.0,362.0,12.0,11.0,1921.0
scna-fp16,exp2,tree,16,16,18,1667.0,844.0,643.0,8.0,414.0,366.0,12.0,11.0,2094.0
scna-fp16,exp2,tree,16,16,19,1665.0,850.0,642.0,7.0,412.0,361.0,12.0,11.0,1922.0
scna-fp16,exp2,tree,16,32,0,2393.0,1610.0,1245.0,15.0,363.0,335.0,24.0,23.0,2703.0
scna-fp16,exp2,tree,16,32,1,2438.0,1622.0,1250.0,15.0,395.0,336.0,24.0,23.0,2771.0
scna-fp16,exp2,tree,16,32,2,2432.0,1625.0,1249.0,15.0,391.0,330.0,24.0,22.0,2754.0
scna-fp16,exp2,tree,16,32,3,2424.0,1621.0,1248.0,15.0,390.0,327.0,24.0,23.0,2707.0
scna-fp16,exp2,tree,16,32,4,2426.0,1619.0,1249.0,15.0,393.0,328.0,24.0,23.0,2687.0
scna-fp16,exp2,tree,16,32,5,2447.0,1622.0,1249.0,15.0,391.0,349.0,24.0,22.0,2755.0
scna-fp16,exp2,tree,16,32,6,2559.0,1655.0,1257.0,15.0,455.0,363.0,24.0,23.0,2935.0
scna-fp16,exp2,tree,16,32,7,2543.0,1652.0,1258.0,15.0,445.0,360.0,24.0,24.0,2932.0
scna-fp16,exp2,tree,16,32,8,2551.0,1658.0,1257.0,15.0,447.0,362.0,24.0,22.0,2861.0
scna-fp16,exp2,tree,16,32,9,2541.0,1654.0,1255.0,15.0,444.0,358.0,24.0,22.0,2819.0
scna-fp16,exp2,tree,16,32,10,2527.0,1647.0,1255.0,15.0,439.0,354.0,24.0,23.0,2914.0
scna-fp16,exp2,tree,16,32,11,2521.0,1648.0,1255.0,15.0,433.0,354.0,24.0,22.0,2902.0
scna-fp16,exp2,tree,16,32,12,2525.0,1653.0,1253.0,15.0,433.0,354.0,24.0,22.0,2783.0
scna-fp16,exp2,tree,16,32,13,2531.0,1653.0,1253.0,15.0,433.0,360.0,24.0,22.0,3000.0
scna-fp16,exp2,tree,16,32,14,2524.0,1650.0,1252.0,15.0,430.0,358.0,25.0,22.0,2842.0
scna-fp16,exp2,tree,16,32,15,2510.0,1642.0,1251.0,15.0,428.0,355.0,24.0,23.0,2880.0
scna-fp16,exp2,tree,16,32,16,2510.0,1650.0,1251.0,15.0,424.0,349.0,24.0,24.0,2822.0
scna-fp16,exp2,tree,16,32,17,2502.0,1646.0,1251.0,15.0,423.0,346.0,24.0,24.0,2777.0
scna-fp16,exp2,tree,16,32,18,2513.0,1646.0,1250.0,15.0,426.0,356.0,24.0,23.0,2824.0
scna-fp16,exp2,tree,16,32,19,2507.0,1643.0,1251.0,15.0,422.0,356.0,24.0,23.0,2879.0
scna-fp16,exp2,tree,32,4,0,862.0,256.0,212.0,2.0,301.0,293.0,4.0,2.0,1119.0
scna-fp16,exp2,tree,32,4,1,862.0,256.0,212.0,2.0,302.0,292.0,4.0,2.0,1117.0
scna-fp16,exp2,tree,32,4,2,861.0,255.0,212.0,2.0,311.0,283.0,4.0,2.0,1117.0
scna-fp16,exp2,tree,32,4,3,849.0,257.0,211.0,2.0,304.0,276.0,4.0,2.0,1119.0
scna-fp16,exp2,tree,32,4,4,824.0,256.0,212.0,2.0,301.0,255.0,4.0,2.0,1136.0
scna-fp16,exp2,tree,32,4,5,786.0,254.0,213.0,2.0,276.0,244.0,4.0,2.0,1063.0
scna-fp16,exp2,tree,32,4,6,780.0,254.0,212.0,2.0,274.0,241.0,4.0,2.0,1027.0
