mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4096,12,2,128,warmup,0,2015,0
scna-fp16,16,4096,12,2,128,warmup,1,1916,0
scna-fp16,16,4096,12,2,128,warmup,2,2071,0
scna-fp16,16,4096,12,2,128,warmup,3,2115,0
scna-fp16,16,4096,12,2,128,warmup,4,2109,0
scna-fp16,16,4096,12,2,128,measure,0,2113,0
scna-fp16,16,4096,12,2,128,measure,1,2139,0
scna-fp16,16,4096,12,2,128,measure,2,2139,0
scna-fp16,16,4096,12,2,128,measure,3,1956,0
scna-fp16,16,4096,12,2,128,measure,4,2027,0
scna-fp16,16,4096,12,2,128,measure,5,2151,0
scna-fp16,16,4096,12,2,128,measure,6,2126,0
scna-fp16,16,4096,12,2,128,measure,7,2199,0
scna-fp16,16,4096,12,2,128,measure,8,2187,0
scna-fp16,16,4096,12,2,128,measure,9,2231,0
scna-fp16,16,4096,12,2,128,measure,10,2220,0
scna-fp16,16,4096,12,2,128,measure,11,2250,0
scna-fp16,16,4096,12,2,128,measure,12,2257,0
scna-fp16,16,4096,12,2,128,measure,13,2147,0
scna-fp16,16,4096,12,2,128,measure,14,2232,0
scna-fp16,16,4096,12,2,128,measure,15,2194,0
scna-fp16,16,4096,12,2,128,measure,16,2247,0
scna-fp16,16,4096,12,2,128,measure,17,2232,0
scna-fp16,16,4096,12,2,128,measure,18,2217,0
scna-fp16,16,4096,12,2,128,measure,19,2217,0
