mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4096,12,2,128,warmup,0,2460,0
scna-fp16,32,4096,12,2,128,warmup,1,2541,0
scna-fp16,32,4096,12,2,128,warmup,2,2521,0
scna-fp16,32,4096,12,2,128,warmup,3,2478,0
scna-fp16,32,4096,12,2,128,warmup,4,2516,0
scna-fp16,32,4096,12,2,128,measure,0,2542,0
scna-fp16,32,4096,12,2,128,measure,1,2691,0
scna-fp16,32,4096,12,2,128,measure,2,2648,0
scna-fp16,32,4096,12,2,128,measure,3,2576,0
scna-fp16,32,4096,12,2,128,measure,4,2694,0
scna-fp16,32,4096,12,2,128,measure,5,2675,0
scna-fp16,32,4096,12,2,128,measure,6,2565,0
scna-fp16,32,4096,12,2,128,measure,7,2671,0
scna-fp16,32,4096,12,2,128,measure,8,2590,0
scna-fp16,32,4096,12,2,128,measure,9,2584,0
scna-fp16,32,4096,12,2,128,measure,10,2685,0
scna-fp16,32,4096,12,2,128,measure,11,2558,0
scna-fp16,32,4096,12,2,128,measure,12,2683,0
scna-fp16,32,4096,12,2,128,measure,13,2676,0
scna-fp16,32,4096,12,2,128,measure,14,2571,0
scna-fp16,32,4096,12,2,128,measure,15,2704,0
scna-fp16,32,4096,12,2,128,measure,16,2810,0
scna-fp16,32,4096,12,2,128,measure,17,2690,0
scna-fp16,32,4096,12,2,128,measure,18,2780,0
scna-fp16,32,4096,12,2,128,measure,19,2703,0
