mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,4,4096,12,2,128,warmup,0,1114,0
scna-fp16,4,4096,12,2,128,warmup,1,1128,0
scna-fp16,4,4096,12,2,128,warmup,2,1146,0
scna-fp16,4,4096,12,2,128,warmup,3,1246,0
scna-fp16,4,4096,12,2,128,warmup,4,1211,0
scna-fp16,4,4096,12,2,128,measure,0,1217,0
scna-fp16,4,4096,12,2,128,measure,1,1178,0
scna-fp16,4,4096,12,2,128,measure,2,1199,0
scna-fp16,4,4096,12,2,128,measure,3,1225,0
scna-fp16,4,4096,12,2,128,measure,4,1220,0
scna-fp16,4,4096,12,2,128,measure,5,1243,0
scna-fp16,4,4096,12,2,128,measure,6,1237,0
scna-fp16,4,4096,12,2,128,measure,7,1222,0
scna-fp16,4,4096,12,2,128,measure,8,1210,0
scna-fp16,4,4096,12,2,128,measure,9,1152,0
scna-fp16,4,4096,12,2,128,measure,10,1222,0
scna-fp16,4,4096,12,2,128,measure,11,1239,0
scna-fp16,4,4096,12,2,128,measure,12,1211,0
scna-fp16,4,4096,12,2,128,measure,13,1236,0
scna-fp16,4,4096,12,2,128,measure,14,1250,0
scna-fp16,4,4096,12,2,128,measure,15,1170,0
scna-fp16,4,4096,12,2,128,measure,16,1198,0
scna-fp16,4,4096,12,2,128,measure,17,1123,0
scna-fp16,4,4096,12,2,128,measure,18,1154,0
scna-fp16,4,4096,12,2,128,measure,19,1314,0
