mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4096,12,2,128,warmup,0,2535,0
scna-fp16,16,4096,12,2,128,warmup,1,2613,0
scna-fp16,16,4096,12,2,128,warmup,2,2660,0
scna-fp16,16,4096,12,2,128,warmup,3,2614,0
scna-fp16,16,4096,12,2,128,warmup,4,2621,0
scna-fp16,16,4096,12,2,128,measure,0,2613,0
scna-fp16,16,4096,12,2,128,measure,1,2615,0
scna-fp16,16,4096,12,2,128,measure,2,2625,0
scna-fp16,16,4096,12,2,128,measure,3,2602,0
scna-fp16,16,4096,12,2,128,measure,4,2653,0
scna-fp16,16,4096,12,2,128,measure,5,2673,0
scna-fp16,16,4096,12,2,128,measure,6,2648,0
scna-fp16,16,4096,12,2,128,measure,7,2629,0
scna-fp16,16,4096,12,2,128,measure,8,2598,0
scna-fp16,16,4096,12,2,128,measure,9,2626,0
scna-fp16,16,4096,12,2,128,measure,10,2592,0
scna-fp16,16,4096,12,2,128,measure,11,2643,0
scna-fp16,16,4096,12,2,128,measure,12,2574,0
scna-fp16,16,4096,12,2,128,measure,13,2575,0
scna-fp16,16,4096,12,2,128,measure,14,2658,0
scna-fp16,16,4096,12,2,128,measure,15,2605,0
scna-fp16,16,4096,12,2,128,measure,16,2604,0
scna-fp16,16,4096,12,2,128,measure,17,2612,0
scna-fp16,16,4096,12,2,128,measure,18,2621,0
scna-fp16,16,4096,12,2,128,measure,19,2605,0
