mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,4096,12,2,128,warmup,0,1288,0
scna-fp16,8,4096,12,2,128,warmup,1,1446,0
scna-fp16,8,4096,12,2,128,warmup,2,1354,0
scna-fp16,8,4096,12,2,128,warmup,3,1437,0
scna-fp16,8,4096,12,2,128,warmup,4,1383,0
scna-fp16,8,4096,12,2,128,measure,0,1390,0
scna-fp16,8,4096,12,2,128,measure,1,1378,0
scna-fp16,8,4096,12,2,128,measure,2,1403,0
scna-fp16,8,4096,12,2,128,measure,3,1385,0
scna-fp16,8,4096,12,2,128,measure,4,1400,0
scna-fp16,8,4096,12,2,128,measure,5,1389,0
scna-fp16,8,4096,12,2,128,measure,6,1284,0
scna-fp16,8,4096,12,2,128,measure,7,1369,0
scna-fp16,8,4096,12,2,128,measure,8,1373,0
scna-fp16,8,4096,12,2,128,measure,9,1378,0
scna-fp16,8,4096,12,2,128,measure,10,1506,0
scna-fp16,8,4096,12,2,128,measure,11,1488,0
scna-fp16,8,4096,12,2,128,measure,12,1355,0
scna-fp16,8,4096,12,2,128,measure,13,1504,0
scna-fp16,8,4096,12,2,128,measure,14,1503,0
scna-fp16,8,4096,12,2,128,measure,15,1549,0
scna-fp16,8,4096,12,2,128,measure,16,1541,0
scna-fp16,8,4096,12,2,128,measure,17,1580,0
scna-fp16,8,4096,12,2,128,measure,18,1581,0
scna-fp16,8,4096,12,2,128,measure,19,1465,0
