mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,1170,0
scna-int8,8,4096,12,2,128,warmup,1,1209,0
scna-int8,8,4096,12,2,128,warmup,2,1211,0
scna-int8,8,4096,12,2,128,warmup,3,1202,0
scna-int8,8,4096,12,2,128,warmup,4,1203,0
scna-int8,8,4096,12,2,128,measure,0,1216,0
scna-int8,8,4096,12,2,128,measure,1,1206,0
scna-int8,8,4096,12,2,128,measure,2,1229,0
scna-int8,8,4096,12,2,128,measure,3,1235,0
scna-int8,8,4096,12,2,128,measure,4,1203,0
scna-int8,8,4096,12,2,128,measure,5,1318,0
scna-int8,8,4096,12,2,128,measure,6,1449,0
scna-int8,8,4096,12,2,128,measure,7,1396,0
scna-int8,8,4096,12,2,128,measure,8,1434,0
scna-int8,8,4096,12,2,128,measure,9,1431,0
scna-int8,8,4096,12,2,128,measure,10,1378,0
scna-int8,8,4096,12,2,128,measure,11,1354,0
scna-int8,8,4096,12,2,128,measure,12,1445,0
scna-int8,8,4096,12,2,128,measure,13,1418,0
scna-int8,8,4096,12,2,128,measure,14,1440,0
scna-int8,8,4096,12,2,128,measure,15,1351,0
scna-int8,8,4096,12,2,128,measure,16,1315,0
scna-int8,8,4096,12,2,128,measure,17,1445,0
scna-int8,8,4096,12,2,128,measure,18,1335,0
scna-int8,8,4096,12,2,128,measure,19,1379,0
