mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,8,4096,12,2,128,warmup,0,1673,0
scna-fp16,8,4096,12,2,128,warmup,1,1756,0
scna-fp16,8,4096,12,2,128,warmup,2,1755,0
scna-fp16,8,4096,12,2,128,warmup,3,1747,0
scna-fp16,8,4096,12,2,128,warmup,4,1756,0
scna-fp16,8,4096,12,2,128,measure,0,1756,0
scna-fp16,8,4096,12,2,128,measure,1,1748,0
scna-fp16,8,4096,12,2,128,measure,2,1870,0
scna-fp16,8,4096,12,2,128,measure,3,1871,0
scna-fp16,8,4096,12,2,128,measure,4,1981,0
scna-fp16,8,4096,12,2,128,measure,5,1970,0
scna-fp16,8,4096,12,2,128,measure,6,1913,0
scna-fp16,8,4096,12,2,128,measure,7,1972,0
scna-fp16,8,4096,12,2,128,measure,8,1973,0
scna-fp16,8,4096,12,2,128,measure,9,1949,0
scna-fp16,8,4096,12,2,128,measure,10,1953,0
scna-fp16,8,4096,12,2,128,measure,11,1770,0
scna-fp16,8,4096,12,2,128,measure,12,1838,0
scna-fp16,8,4096,12,2,128,measure,13,1760,0
scna-fp16,8,4096,12,2,128,measure,14,1867,0
scna-fp16,8,4096,12,2,128,measure,15,1778,0
scna-fp16,8,4096,12,2,128,measure,16,1812,0
scna-fp16,8,4096,12,2,128,measure,17,1767,0
scna-fp16,8,4096,12,2,128,measure,18,1709,0
scna-fp16,8,4096,12,2,128,measure,19,1731,0
