mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4096,12,2,128,warmup,0,1773,0
scna-fp16,16,4096,12,2,128,warmup,1,1615,0
scna-fp16,16,4096,12,2,128,warmup,2,1614,0
scna-fp16,16,4096,12,2,128,warmup,3,1593,0
scna-fp16,16,4096,12,2,128,warmup,4,1601,0
scna-fp16,16,4096,12,2,128,measure,0,1587,0
scna-fp16,16,4096,12,2,128,measure,1,1593,0
scna-fp16,16,4096,12,2,128,measure,2,1596,0
scna-fp16,16,4096,12,2,128,measure,3,1594,0
scna-fp16,16,4096,12,2,128,measure,4,1697,0
scna-fp16,16,4096,12,2,128,measure,5,1735,0
scna-fp16,16,4096,12,2,128,measure,6,1721,0
scna-fp16,16,4096,12,2,128,measure,7,1702,0
scna-fp16,16,4096,12,2,128,measure,8,1764,0
scna-fp16,16,4096,12,2,128,measure,9,1761,0
scna-fp16,16,4096,12,2,128,measure,10,1785,0
scna-fp16,16,4096,12,2,128,measure,11,1766,0
scna-fp16,16,4096,12,2,128,measure,12,1809,0
scna-fp16,16,4096,12,2,128,measure,13,1751,0
scna-fp16,16,4096,12,2,128,measure,14,1679,0
scna-fp16,16,4096,12,2,128,measure,15,1707,0
scna-fp16,16,4096,12,2,128,measure,16,1681,0
scna-fp16,16,4096,12,2,128,measure,17,1802,0
scna-fp16,16,4096,12,2,128,measure,18,1773,0
scna-fp16,16,4096,12,2,128,measure,19,1775,0
