mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,4096,12,2,128,warmup,0,2877,0
scna-int8,32,4096,12,2,128,warmup,1,2956,0
scna-int8,32,4096,12,2,128,warmup,2,2952,0
scna-int8,32,4096,12,2,128,warmup,3,2945,0
scna-int8,32,4096,12,2,128,warmup,4,3139,0
scna-int8,32,4096,12,2,128,measure,0,3123,0
scna-int8,32,4096,12,2,128,measure,1,3108,0
scna-int8,32,4096,12,2,128,measure,2,3106,0
scna-int8,32,4096,12,2,128,measure,3,3105,0
scna-int8,32,4096,12,2,128,measure,4,3147,0
scna-int8,32,4096,12,2,128,measure,5,3166,0
scna-int8,32,4096,12,2,128,measure,6,3187,0
scna-int8,32,4096,12,2,128,measure,7,3187,0
scna-int8,32,4096,12,2,128,measure,8,3123,0
scna-int8,32,4096,12,2,128,measure,9,3189,0
scna-int8,32,4096,12,2,128,measure,10,3146,0
scna-int8,32,4096,12,2,128,measure,11,3117,0
scna-int8,32,4096,12,2,128,measure,12,3159,0
scna-int8,32,4096,12,2,128,measure,13,3214,0
scna-int8,32,4096,12,2,128,measure,14,3162,0
scna-int8,32,4096,12,2,128,measure,15,3150,0
scna-int8,32,4096,12,2,128,measure,16,3162,0
scna-int8,32,4096,12,2,128,measure,17,3158,0
scna-int8,32,4096,12,2,128,measure,18,3146,0
scna-int8,32,4096,12,2,128,measure,19,3182,0
