mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,1672,0
scna-int8,8,4096,12,2,128,warmup,1,1671,0
scna-int8,8,4096,12,2,128,warmup,2,1647,0
scna-int8,8,4096,12,2,128,warmup,3,1667,0
scna-int8,8,4096,12,2,128,warmup,4,1643,0
scna-int8,8,4096,12,2,128,measure,0,1751,0
scna-int8,8,4096,12,2,128,measure,1,1751,0
scna-int8,8,4096,12,2,128,measure,2,1690,0
scna-int8,8,4096,12,2,128,measure,3,1786,0
scna-int8,8,4096,12,2,128,measure,4,1870,0
scna-int8,8,4096,12,2,128,measure,5,1900,0
scna-int8,8,4096,12,2,128,measure,6,1847,0
scna-int8,8,4096,12,2,128,measure,7,1863,0
scna-int8,8,4096,12,2,128,measure,8,1855,0
scna-int8,8,4096,12,2,128,measure,9,1820,0
scna-int8,8,4096,12,2,128,measure,10,1883,0
scna-int8,8,4096,12,2,128,measure,11,1851,0
scna-int8,8,4096,12,2,128,measure,12,1861,0
scna-int8,8,4096,12,2,128,measure,13,1852,0
scna-int8,8,4096,12,2,128,measure,14,1847,0
scna-int8,8,4096,12,2,128,measure,15,1888,0
scna-int8,8,4096,12,2,128,measure,16,1866,0
scna-int8,8,4096,12,2,128,measure,17,1858,0
scna-int8,8,4096,12,2,128,measure,18,1871,0
scna-int8,8,4096,12,2,128,measure,19,1779,0
