mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,4,4096,12,2,128,warmup,0,985,0
scna-int8,4,4096,12,2,128,warmup,1,1095,0
scna-int8,4,4096,12,2,128,warmup,2,1101,0
scna-int8,4,4096,12,2,128,warmup,3,985,0
scna-int8,4,4096,12,2,128,warmup,4,1002,0
scna-int8,4,4096,12,2,128,measure,0,991,0
scna-int8,4,4096,12,2,128,measure,1,987,0
scna-int8,4,4096,12,2,128,measure,2,1099,0
scna-int8,4,4096,12,2,128,measure,3,1094,0
scna-int8,4,4096,12,2,128,measure,4,1100,0
scna-int8,4,4096,12,2,128,measure,5,987,0
scna-int8,4,4096,12,2,128,measure,6,985,0
scna-int8,4,4096,12,2,128,measure,7,1085,0
scna-int8,4,4096,12,2,128,measure,8,1134,0
scna-int8,4,4096,12,2,128,measure,9,1227,0
scna-int8,4,4096,12,2,128,measure,10,1191,0
scna-int8,4,4096,12,2,128,measure,11,1195,0
scna-int8,4,4096,12,2,128,measure,12,1193,0
scna-int8,4,4096,12,2,128,measure,13,1180,0
scna-int8,4,4096,12,2,128,measure,14,1216,0
scna-int8,4,4096,12,2,128,measure,15,1193,0
scna-int8,4,4096,12,2,128,measure,16,1186,0
scna-int8,4,4096,12,2,128,measure,17,1193,0
scna-int8,4,4096,12,2,128,measure,18,1182,0
scna-int8,4,4096,12,2,128,measure,19,1233,0
