mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4096,12,2,128,warmup,0,2980,0
scna-fp16,32,4096,12,2,128,warmup,1,3023,0
scna-fp16,32,4096,12,2,128,warmup,2,3173,0
scna-fp16,32,4096,12,2,128,warmup,3,3115,0
scna-fp16,32,4096,12,2,128,warmup,4,3155,0
scna-fp16,32,4096,12,2,128,measure,0,3160,0
scna-fp16,32,4096,12,2,128,measure,1,3196,0
scna-fp16,32,4096,12,2,128,measure,2,3204,0
scna-fp16,32,4096,12,2,128,measure,3,3310,0
scna-fp16,32,4096,12,2,128,measure,4,3209,0
scna-fp16,32,4096,12,2,128,measure,5,3334,0
scna-fp16,32,4096,12,2,128,measure,6,3229,0
scna-fp16,32,4096,12,2,128,measure,7,3197,0
scna-fp16,32,4096,12,2,128,measure,8,3210,0
scna-fp16,32,4096,12,2,128,measure,9,3233,0
scna-fp16,32,4096,12,2,128,measure,10,3217,0
scna-fp16,32,4096,12,2,128,measure,11,3187,0
scna-fp16,32,4096,12,2,128,measure,12,3209,0
scna-fp16,32,4096,12,2,128,measure,13,3220,0
scna-fp16,32,4096,12,2,128,measure,14,3222,0
scna-fp16,32,4096,12,2,128,measure,15,3173,0
scna-fp16,32,4096,12,2,128,measure,16,3229,0
scna-fp16,32,4096,12,2,128,measure,17,3182,0
scna-fp16,32,4096,12,2,128,measure,18,3225,0
scna-fp16,32,4096,12,2,128,measure,19,3287,0
