mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,8,4096,12,2,128,warmup,0,1241,0
baseline,8,4096,12,2,128,warmup,1,1324,0
baseline,8,4096,12,2,128,warmup,2,1377,0
baseline,8,4096,12,2,128,warmup,3,1331,0
baseline,8,4096,12,2,128,warmup,4,1338,0
baseline,8,4096,12,2,128,measure,0,1344,0
baseline,8,4096,12,2,128,measure,1,1317,0
baseline,8,4096,12,2,128,measure,2,1298,0
baseline,8,4096,12,2,128,measure,3,1366,0
baseline,8,4096,12,2,128,measure,4,1324,0
baseline,8,4096,12,2,128,measure,5,1334,0
baseline,8,4096,12,2,128,measure,6,1250,0
baseline,8,4096,12,2,128,measure,7,1299,0
baseline,8,4096,12,2,128,measure,8,1471,0
baseline,8,4096,12,2,128,measure,9,1435,0
baseline,8,4096,12,2,128,measure,10,1473,0
baseline,8,4096,12,2,128,measure,11,1407,0
baseline,8,4096,12,2,128,measure,12,1449,0
baseline,8,4096,12,2,128,measure,13,1469,0
baseline,8,4096,12,2,128,measure,14,1379,0
baseline,8,4096,12,2,128,measure,15,1423,0
baseline,8,4096,12,2,128,measure,16,1557,0
baseline,8,4096,12,2,128,measure,17,1368,0
baseline,8,4096,12,2,128,measure,18,1397,0
baseline,8,4096,12,2,128,measure,19,1366,0
