mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,1648,0
scna-int8,8,4096,12,2,128,warmup,1,1536,0
scna-int8,8,4096,12,2,128,warmup,2,1518,0
scna-int8,8,4096,12,2,128,warmup,3,1506,0
scna-int8,8,4096,12,2,128,warmup,4,1510,0
scna-int8,8,4096,12,2,128,measure,0,1481,0
scna-int8,8,4096,12,2,128,measure,1,1427,0
scna-int8,8,4096,12,2,128,measure,2,1521,0
scna-int8,8,4096,12,2,128,measure,3,1520,0
scna-int8,8,4096,12,2,128,measure,4,1492,0
scna-int8,8,4096,12,2,128,measure,5,1526,0
scna-int8,8,4096,12,2,128,measure,6,1601,0
scna-int8,8,4096,12,2,128,measure,7,1534,0
scna-int8,8,4096,12,2,128,measure,8,1604,0
scna-int8,8,4096,12,2,128,measure,9,1511,0
scna-int8,8,4096,12,2,128,measure,10,1560,0
scna-int8,8,4096,12,2,128,measure,11,1597,0
scna-int8,8,4096,12,2,128,measure,12,1498,0
scna-int8,8,4096,12,2,128,measure,13,1521,0
scna-int8,8,4096,12,2,128,measure,14,1607,0
scna-int8,8,4096,12,2,128,measure,15,1488,0
scna-int8,8,4096,12,2,128,measure,16,1598,0
scna-int8,8,4096,12,2,128,measure,17,1597,0
scna-int8,8,4096,12,2,128,measure,18,1523,0
scna-int8,8,4096,12,2,128,measure,19,1488,0
