mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4096,12,2,128,warmup,0,2411,0
scna-int8,16,4096,12,2,128,warmup,1,2517,0
scna-int8,16,4096,12,2,128,warmup,2,2514,0
scna-int8,16,4096,12,2,128,warmup,3,2525,0
scna-int8,16,4096,12,2,128,warmup,4,2515,0
scna-int8,16,4096,12,2,128,measure,0,2634,0
scna-int8,16,4096,12,2,128,measure,1,2626,0
scna-int8,16,4096,12,2,128,measure,2,2673,0
scna-int8,16,4096,12,2,128,measure,3,2633,0
scna-int8,16,4096,12,2,128,measure,4,2617,0
scna-int8,16,4096,12,2,128,measure,5,2655,0
scna-int8,16,4096,12,2,128,measure,6,2639,0
scna-int8,16,4096,12,2,128,measure,7,2670,0
scna-int8,16,4096,12,2,128,measure,8,2652,0
scna-int8,16,4096,12,2,128,measure,9,2674,0
scna-int8,16,4096,12,2,128,measure,10,2697,0
scna-int8,16,4096,12,2,128,measure,11,2693,0
scna-int8,16,4096,12,2,128,measure,12,2640,0
scna-int8,16,4096,12,2,128,measure,13,2626,0
scna-int8,16,4096,12,2,128,measure,14,2660,0
scna-int8,16,4096,12,2,128,measure,15,2651,0
scna-int8,16,4096,12,2,128,measure,16,2735,0
scna-int8,16,4096,12,2,128,measure,17,2623,0
scna-int8,16,4096,12,2,128,measure,18,2625,0
scna-int8,16,4096,12,2,128,measure,19,2623,0
