mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,4,4096,12,2,128,warmup,0,1354,0
scna-fp16,4,4096,12,2,128,warmup,1,1375,0
scna-fp16,4,4096,12,2,128,warmup,2,1467,0
scna-fp16,4,4096,12,2,128,warmup,3,1469,0
scna-fp16,4,4096,12,2,128,warmup,4,1438,0
scna-fp16,4,4096,12,2,128,measure,0,1458,0
scna-fp16,4,4096,12,2,128,measure,1,1406,0
scna-fp16,4,4096,12,2,128,measure,2,1470,0
scna-fp16,4,4096,12,2,128,measure,3,1470,0
scna-fp16,4,4096,12,2,128,measure,4,1467,0
scna-fp16,4,4096,12,2,128,measure,5,1463,0
scna-fp16,4,4096,12,2,128,measure,6,1427,0
scna-fp16,4,4096,12,2,128,measure,7,1462,0
scna-fp16,4,4096,12,2,128,measure,8,1417,0
scna-fp16,4,4096,12,2,128,measure,9,1409,0
scna-fp16,4,4096,12,2,128,measure,10,1331,0
scna-fp16,4,4096,12,2,128,measure,11,1382,0
scna-fp16,4,4096,12,2,128,measure,12,1358,0
scna-fp16,4,4096,12,2,128,measure,13,1444,0
scna-fp16,4,4096,12,2,128,measure,14,1562,0
scna-fp16,4,4096,12,2,128,measure,15,1527,0
scna-fp16,4,4096,12,2,128,measure,16,1456,0
scna-fp16,4,4096,12,2,128,measure,17,1494,0
scna-fp16,4,4096,12,2,128,measure,18,1572,0
scna-fp16,4,4096,12,2,128,measure,19,1519,0
