stage,mode,layout,seed,mask,qo_len,kv_len,head_dim,rmse,max_abs_error,candidate_nonfinite,reference_nonfinite,compare_pass,layout_pass,mask_tail_pass,checksum_unique_count,log
scna_lane8,scna-fp16,lane8,20260810,padding,1,4096,64,0.000279589207,0.000957128592,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,padding,1,4096,128,0.000242115158,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,padding,4,4093,64,0.000276989886,0.00114351418,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,padding,4,4093,128,0.00024281595,0.00098113576,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260810,padding,4,4096,64,0.000275751547,0.00114887394,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,padding,4,4096,128,0.000241895978,0.000976083335,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,causal,1,4093,64,0.000279589207,0.000957128592,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,causal,1,4093,128,0.000242115158,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260810,causal,1,4096,64,0.000280262844,0.000955502037,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,causal,1,4096,128,0.000243172311,0.000805689953,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,causal,4,4093,64,0.00027628176,0.00114563666,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,causal,4,4093,128,0.000242366688,0.000971527305,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260810,causal,4,4096,64,0.000275962928,0.00113637093,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,causal,4,4096,128,0.000241488335,0.000959587749,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_causal_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,full,1,4093,64,0.000279589265,0.000957131386,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,full,1,4093,128,0.000242115158,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,full,1,4096,64,0.000280262873,0.000955504831,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,full,1,4096,128,0.000243172326,0.000805689022,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,full,4,4093,64,0.000275751518,0.00114887115,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,full,4,4093,128,0.000241895948,0.000976082403,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,full,4,4096,64,0.000276013394,0.00113330223,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,full,4,4096,128,0.000241789254,0.00094542047,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_full_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,padding,1,4093,64,0.000281088374,0.000962233171,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,padding,1,4093,128,0.000243128088,0.000812976155,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,padding,1,4096,64,0.000279589265,0.000957131386,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,padding,1,4096,128,0.000242115158,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,padding,4,4093,64,0.000276989886,0.00114351138,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,padding,4,4093,128,0.000242815921,0.000981134828,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,padding,4,4096,64,0.000275751518,0.00114887115,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,padding,4,4096,128,0.000241895948,0.000976082403,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,causal,1,4093,64,0.000279589265,0.000957131386,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,causal,1,4093,128,0.000242115158,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,causal,1,4096,64,0.000280262873,0.000955504831,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,causal,1,4096,128,0.000243172326,0.000805689022,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260811,causal,4,4093,64,0.00027628176,0.00114563387,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260811,causal,4,4093,128,0.000242366659,0.000971526373,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260811,causal,4,4096,64,0.000275962899,0.00113636814,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260811,causal,4,4096,128,0.00024148832,0.000959586818,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4096_d128.log
