stage,mode,layout,seed,mask,qo_len,kv_len,head_dim,rmse,max_abs_error,candidate_nonfinite,reference_nonfinite,compare_pass,layout_pass,mask_tail_pass,checksum_unique_count,log
scna_serial,scna-fp16,serial,figure8_fixed,causal,1,4096,64,3.58753969e-05,0.000107346277,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q1_k4096_d64.log
scna_serial,scna-fp16,serial,figure8_fixed,causal,1,4096,128,4.77444701e-05,0.00013297546,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q1_k4096_d128.log
scna_serial,scna-fp16,serial,figure8_fixed,causal,4,4093,64,3.56212222e-05,0.000126856001,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q4_k4093_d64.log
scna_serial,scna-fp16,serial,figure8_fixed,causal,4,4093,128,4.10388348e-05,0.000138862582,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q4_k4093_d128.log
scna_serial,scna-fp16,serial,figure8_fixed,causal,4,4096,64,3.53376454e-05,0.000120209996,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q4_k4096_d64.log
scna_serial,scna-fp16,serial,figure8_fixed,causal,4,4096,128,4.08237574e-05,0.00013551442,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_figure8_fixed_causal_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,full,1,4093,64,0.000288481999,0.000987694599,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,full,1,4093,128,0.000242194583,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,full,1,4096,64,0.00028846343,0.000986019615,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,full,1,4096,128,0.000243669609,0.000805689953,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,full,4,4093,64,0.000283567235,0.00119465031,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,full,4,4093,128,0.000241876347,0.00096845394,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,full,4,4096,64,0.000283464295,0.00117908139,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,full,4,4096,128,0.000242048423,0.000945421401,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_full_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,padding,1,4093,64,0.000290081342,0.00101642497,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,padding,1,4093,128,0.000243124974,0.000812977552,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,padding,1,4096,64,0.000288481999,0.000987694599,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,padding,1,4096,128,0.000242194583,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,padding,4,4093,64,0.000284868875,0.00118929055,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,padding,4,4093,128,0.00024272663,0.00098113576,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,padding,4,4096,64,0.000283567235,0.00119465031,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,padding,4,4096,128,0.000241876347,0.00096845394,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_padding_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,causal,1,4093,64,0.000288481999,0.000987694599,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,causal,1,4093,128,0.000242194583,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,causal,1,4096,64,0.00028846343,0.000986019615,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,causal,1,4096,128,0.000243669609,0.000805689953,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260810,causal,4,4093,64,0.000284198992,0.00119141303,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260810,causal,4,4093,128,0.000242335649,0.000971527305,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260810,causal,4,4096,64,0.000283212692,0.0011821473,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260810,causal,4,4096,128,0.000241555026,0.000959587749,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260810_causal_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,full,1,4093,64,0.000288482028,0.00098769553,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,full,1,4093,128,0.000242194583,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,full,1,4096,64,0.00028846346,0.000986022409,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,full,1,4096,128,0.000243669609,0.000805689022,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,full,4,4093,64,0.000283567235,0.00119464751,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,full,4,4093,128,0.000241876318,0.000968453009,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,full,4,4096,64,0.000283464266,0.00117907859,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,full,4,4096,128,0.000242048394,0.00094542047,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_full_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,padding,1,4093,64,0.0002900814,0.0010164259,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,padding,1,4093,128,0.000243124974,0.000812976155,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,padding,1,4096,64,0.000288482028,0.00098769553,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,padding,1,4096,128,0.000242194583,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,padding,4,4093,64,0.000284868875,0.00118928775,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,padding,4,4093,128,0.000242726601,0.000981134828,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,padding,4,4096,64,0.000283567235,0.00119464751,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,padding,4,4096,128,0.000241876318,0.000968453009,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_padding_q4_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,causal,1,4093,64,0.000288482028,0.00098769553,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q1_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,causal,1,4093,128,0.000242194583,0.000813528895,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q1_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,causal,1,4096,64,0.00028846346,0.000986022409,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q1_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,causal,1,4096,128,0.000243669609,0.000805689022,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q1_k4096_d128.log
scna_serial,scna-fp16,serial,20260811,causal,4,4093,64,0.000284198992,0.00119141024,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q4_k4093_d64.log
scna_serial,scna-fp16,serial,20260811,causal,4,4093,128,0.00024233562,0.000971526373,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q4_k4093_d128.log
scna_serial,scna-fp16,serial,20260811,causal,4,4096,64,0.000283212692,0.00118214451,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q4_k4096_d64.log
scna_serial,scna-fp16,serial,20260811,causal,4,4096,128,0.000241555012,0.000959586818,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_serial_20260811_causal_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,1,4093,64,3.56751079e-05,0.000109864282,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,1,4093,128,4.73981636e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,1,4096,64,3.58058023e-05,0.000109253626,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,1,4096,128,4.7101541e-05,0.000135836483,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,4,4093,64,3.53951473e-05,0.000118370444,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,4,4093,128,4.07528969e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,4,4096,64,3.53396827e-05,0.000119733158,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,full,4,4096,128,4.07203224e-05,0.000135836483,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_full_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,1,4093,64,3.62075771e-05,0.000111316942,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,1,4093,128,4.80562667e-05,0.000138455362,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,1,4096,64,3.56751079e-05,0.000109864282,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,1,4096,128,4.73981636e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,4,4093,64,3.57841454e-05,0.000125021295,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,4,4093,128,4.10326611e-05,0.000143698126,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,4,4096,64,3.53951473e-05,0.000118370444,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,padding,4,4096,128,4.07528969e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_padding_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,1,4093,64,3.56751079e-05,0.000109864282,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,1,4093,128,4.73981636e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,1,4096,64,3.58058023e-05,0.000109253626,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,1,4096,128,4.7101541e-05,0.000135836483,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,4,4093,64,3.55634984e-05,0.000127332838,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,4,4093,128,4.10626162e-05,0.000138455362,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,4,4096,64,3.5279536e-05,0.000119733158,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,figure8_fixed,causal,4,4096,128,4.08333617e-05,0.000137421768,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_figure8_fixed_causal_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,full,1,4093,64,0.000279589207,0.000957128592,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,full,1,4093,128,0.000242115158,0.000813530292,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q1_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260810,full,1,4096,64,0.000280262844,0.000955502037,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q1_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,full,1,4096,128,0.000243172311,0.000805689953,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q1_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,full,4,4093,64,0.000275751547,0.00114887394,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q4_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,full,4,4093,128,0.000241895978,0.000976083335,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q4_k4093_d128.log
scna_lane8,scna-fp16,lane8,20260810,full,4,4096,64,0.000276013423,0.00113330502,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q4_k4096_d64.log
scna_lane8,scna-fp16,lane8,20260810,full,4,4096,128,0.000241789268,0.000945421401,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_full_q4_k4096_d128.log
scna_lane8,scna-fp16,lane8,20260810,padding,1,4093,64,0.000281088345,0.000962230377,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q1_k4093_d64.log
scna_lane8,scna-fp16,lane8,20260810,padding,1,4093,128,0.000243128074,0.000812977552,0,0,1,1,1,1,/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260810_padding_q1_k4093_d128.log
