stage	mode	layout	seed	mask	qo_len	kv_len	head_dim	exit_code	compare_pass	layout_pass	mask_tail_pass	checksum_unique_count	log
scna_lane8	scna-fp16	lane8	20260811	padding	1	4093	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4093_d128.log
scna_lane8	scna-fp16	lane8	20260811	padding	1	4096	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4096_d64.log
scna_lane8	scna-fp16	lane8	20260811	padding	1	4096	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q1_k4096_d128.log
scna_lane8	scna-fp16	lane8	20260811	padding	4	4093	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4093_d64.log
scna_lane8	scna-fp16	lane8	20260811	padding	4	4093	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4093_d128.log
scna_lane8	scna-fp16	lane8	20260811	padding	4	4096	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4096_d64.log
scna_lane8	scna-fp16	lane8	20260811	padding	4	4096	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_padding_q4_k4096_d128.log
scna_lane8	scna-fp16	lane8	20260811	causal	1	4093	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4093_d64.log
scna_lane8	scna-fp16	lane8	20260811	causal	1	4093	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4093_d128.log
scna_lane8	scna-fp16	lane8	20260811	causal	1	4096	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4096_d64.log
scna_lane8	scna-fp16	lane8	20260811	causal	1	4096	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q1_k4096_d128.log
scna_lane8	scna-fp16	lane8	20260811	causal	4	4093	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4093_d64.log
scna_lane8	scna-fp16	lane8	20260811	causal	4	4093	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4093_d128.log
scna_lane8	scna-fp16	lane8	20260811	causal	4	4096	64	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4096_d64.log
scna_lane8	scna-fp16	lane8	20260811	causal	4	4096	128	0	1	1	1	1	/home/corleone/code/Snapdragon-NPU/projects/flashattention-scna-v79-lane8/results/v79/scna-lane8/accuracy-first-20260810_212715/accuracy/raw/scna_lane8_20260811_causal_q4_k4096_d128.log
