mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,16,4096,12,2,128,warmup,0,1075,0
lut-exp,0,16,4096,12,2,128,warmup,1,1190,0
lut-exp,0,16,4096,12,2,128,warmup,2,1315,0
lut-exp,0,16,4096,12,2,128,warmup,3,1217,0
lut-exp,0,16,4096,12,2,128,warmup,4,1342,0
lut-exp,0,16,4096,12,2,128,measure,0,1192,0
lut-exp,0,16,4096,12,2,128,measure,1,1308,0
lut-exp,0,16,4096,12,2,128,measure,2,1204,0
lut-exp,0,16,4096,12,2,128,measure,3,1227,0
lut-exp,0,16,4096,12,2,128,measure,4,1315,0
lut-exp,0,16,4096,12,2,128,measure,5,1319,0
lut-exp,0,16,4096,12,2,128,measure,6,1305,0
lut-exp,0,16,4096,12,2,128,measure,7,1199,0
lut-exp,0,16,4096,12,2,128,measure,8,1317,0
lut-exp,0,16,4096,12,2,128,measure,9,1213,0
lut-exp,0,16,4096,12,2,128,measure,10,1174,0
lut-exp,0,16,4096,12,2,128,measure,11,1212,0
lut-exp,0,16,4096,12,2,128,measure,12,1204,0
lut-exp,0,16,4096,12,2,128,measure,13,1208,0
lut-exp,0,16,4096,12,2,128,measure,14,1187,0
lut-exp,0,16,4096,12,2,128,measure,15,1195,0
lut-exp,0,16,4096,12,2,128,measure,16,1306,0
lut-exp,0,16,4096,12,2,128,measure,17,1208,0
lut-exp,0,16,4096,12,2,128,measure,18,1213,0
lut-exp,0,16,4096,12,2,128,measure,19,1320,0
