mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,8,4096,12,2,128,warmup,0,1493,0
scna-int8,32,8,4096,12,2,128,warmup,1,1599,0
scna-int8,32,8,4096,12,2,128,warmup,2,1606,0
scna-int8,32,8,4096,12,2,128,warmup,3,1597,0
scna-int8,32,8,4096,12,2,128,warmup,4,1609,0
scna-int8,32,8,4096,12,2,128,measure,0,1597,0
scna-int8,32,8,4096,12,2,128,measure,1,1600,0
scna-int8,32,8,4096,12,2,128,measure,2,1599,0
scna-int8,32,8,4096,12,2,128,measure,3,1576,0
scna-int8,32,8,4096,12,2,128,measure,4,1742,0
scna-int8,32,8,4096,12,2,128,measure,5,1710,0
scna-int8,32,8,4096,12,2,128,measure,6,1715,0
scna-int8,32,8,4096,12,2,128,measure,7,1702,0
scna-int8,32,8,4096,12,2,128,measure,8,1745,0
scna-int8,32,8,4096,12,2,128,measure,9,1719,0
scna-int8,32,8,4096,12,2,128,measure,10,1704,0
scna-int8,32,8,4096,12,2,128,measure,11,1640,0
scna-int8,32,8,4096,12,2,128,measure,12,1623,0
scna-int8,32,8,4096,12,2,128,measure,13,1529,0
scna-int8,32,8,4096,12,2,128,measure,14,1609,0
scna-int8,32,8,4096,12,2,128,measure,15,1635,0
scna-int8,32,8,4096,12,2,128,measure,16,1599,0
scna-int8,32,8,4096,12,2,128,measure,17,1667,0
scna-int8,32,8,4096,12,2,128,measure,18,1681,0
scna-int8,32,8,4096,12,2,128,measure,19,1657,0
