mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,16,4096,12,2,128,warmup,0,2511,0
scna-fp16,32,16,4096,12,2,128,warmup,1,2581,0
scna-fp16,32,16,4096,12,2,128,warmup,2,2611,0
scna-fp16,32,16,4096,12,2,128,warmup,3,2621,0
scna-fp16,32,16,4096,12,2,128,warmup,4,2656,0
scna-fp16,32,16,4096,12,2,128,measure,0,2685,0
scna-fp16,32,16,4096,12,2,128,measure,1,2679,0
scna-fp16,32,16,4096,12,2,128,measure,2,2667,0
scna-fp16,32,16,4096,12,2,128,measure,3,2693,0
scna-fp16,32,16,4096,12,2,128,measure,4,2694,0
scna-fp16,32,16,4096,12,2,128,measure,5,2699,0
scna-fp16,32,16,4096,12,2,128,measure,6,2662,0
scna-fp16,32,16,4096,12,2,128,measure,7,2650,0
scna-fp16,32,16,4096,12,2,128,measure,8,2635,0
scna-fp16,32,16,4096,12,2,128,measure,9,2665,0
scna-fp16,32,16,4096,12,2,128,measure,10,2724,0
scna-fp16,32,16,4096,12,2,128,measure,11,2634,0
scna-fp16,32,16,4096,12,2,128,measure,12,2631,0
scna-fp16,32,16,4096,12,2,128,measure,13,2667,0
scna-fp16,32,16,4096,12,2,128,measure,14,2563,0
scna-fp16,32,16,4096,12,2,128,measure,15,2628,0
scna-fp16,32,16,4096,12,2,128,measure,16,2668,0
scna-fp16,32,16,4096,12,2,128,measure,17,2695,0
scna-fp16,32,16,4096,12,2,128,measure,18,2633,0
scna-fp16,32,16,4096,12,2,128,measure,19,2559,0
