mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
baseline,0,4,4096,12,2,128,warmup,0,1059,0
baseline,0,4,4096,12,2,128,warmup,1,1075,0
baseline,0,4,4096,12,2,128,warmup,2,1050,0
baseline,0,4,4096,12,2,128,warmup,3,1048,0
baseline,0,4,4096,12,2,128,warmup,4,1049,0
baseline,0,4,4096,12,2,128,measure,0,1106,0
baseline,0,4,4096,12,2,128,measure,1,1065,0
baseline,0,4,4096,12,2,128,measure,2,1066,0
baseline,0,4,4096,12,2,128,measure,3,1058,0
baseline,0,4,4096,12,2,128,measure,4,1070,0
baseline,0,4,4096,12,2,128,measure,5,1096,0
baseline,0,4,4096,12,2,128,measure,6,1060,0
baseline,0,4,4096,12,2,128,measure,7,1072,0
baseline,0,4,4096,12,2,128,measure,8,1056,0
baseline,0,4,4096,12,2,128,measure,9,1058,0
baseline,0,4,4096,12,2,128,measure,10,1053,0
baseline,0,4,4096,12,2,128,measure,11,1055,0
baseline,0,4,4096,12,2,128,measure,12,1102,0
baseline,0,4,4096,12,2,128,measure,13,1057,0
baseline,0,4,4096,12,2,128,measure,14,1084,0
baseline,0,4,4096,12,2,128,measure,15,1056,0
baseline,0,4,4096,12,2,128,measure,16,1043,0
baseline,0,4,4096,12,2,128,measure,17,1039,0
baseline,0,4,4096,12,2,128,measure,18,1041,0
baseline,0,4,4096,12,2,128,measure,19,1042,0
