mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,4,4096,12,2,128,warmup,0,1207,0
scna-int8,32,4,4096,12,2,128,warmup,1,1203,0
scna-int8,32,4,4096,12,2,128,warmup,2,1202,0
scna-int8,32,4,4096,12,2,128,warmup,3,1202,0
scna-int8,32,4,4096,12,2,128,warmup,4,1204,0
scna-int8,32,4,4096,12,2,128,measure,0,1204,0
scna-int8,32,4,4096,12,2,128,measure,1,1206,0
scna-int8,32,4,4096,12,2,128,measure,2,1203,0
scna-int8,32,4,4096,12,2,128,measure,3,1205,0
scna-int8,32,4,4096,12,2,128,measure,4,1203,0
scna-int8,32,4,4096,12,2,128,measure,5,1203,0
scna-int8,32,4,4096,12,2,128,measure,6,1262,0
scna-int8,32,4,4096,12,2,128,measure,7,1194,0
scna-int8,32,4,4096,12,2,128,measure,8,1103,0
scna-int8,32,4,4096,12,2,128,measure,9,1208,0
scna-int8,32,4,4096,12,2,128,measure,10,1187,0
scna-int8,32,4,4096,12,2,128,measure,11,1201,0
scna-int8,32,4,4096,12,2,128,measure,12,1185,0
scna-int8,32,4,4096,12,2,128,measure,13,1201,0
scna-int8,32,4,4096,12,2,128,measure,14,1094,0
scna-int8,32,4,4096,12,2,128,measure,15,1148,0
scna-int8,32,4,4096,12,2,128,measure,16,1172,0
scna-int8,32,4,4096,12,2,128,measure,17,1348,0
scna-int8,32,4,4096,12,2,128,measure,18,1390,0
scna-int8,32,4,4096,12,2,128,measure,19,1335,0
