mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,8,4096,12,2,128,warmup,0,1403,0
scna-fp16,16,8,4096,12,2,128,warmup,1,1354,0
scna-fp16,16,8,4096,12,2,128,warmup,2,1382,0
scna-fp16,16,8,4096,12,2,128,warmup,3,1330,0
scna-fp16,16,8,4096,12,2,128,warmup,4,1431,0
scna-fp16,16,8,4096,12,2,128,measure,0,1426,0
scna-fp16,16,8,4096,12,2,128,measure,1,1436,0
scna-fp16,16,8,4096,12,2,128,measure,2,1436,0
scna-fp16,16,8,4096,12,2,128,measure,3,1428,0
scna-fp16,16,8,4096,12,2,128,measure,4,1425,0
scna-fp16,16,8,4096,12,2,128,measure,5,1425,0
scna-fp16,16,8,4096,12,2,128,measure,6,1428,0
scna-fp16,16,8,4096,12,2,128,measure,7,1370,0
scna-fp16,16,8,4096,12,2,128,measure,8,1497,0
scna-fp16,16,8,4096,12,2,128,measure,9,1492,0
scna-fp16,16,8,4096,12,2,128,measure,10,1489,0
scna-fp16,16,8,4096,12,2,128,measure,11,1490,0
scna-fp16,16,8,4096,12,2,128,measure,12,1499,0
scna-fp16,16,8,4096,12,2,128,measure,13,1552,0
scna-fp16,16,8,4096,12,2,128,measure,14,1500,0
scna-fp16,16,8,4096,12,2,128,measure,15,1608,0
scna-fp16,16,8,4096,12,2,128,measure,16,1482,0
scna-fp16,16,8,4096,12,2,128,measure,17,1509,0
scna-fp16,16,8,4096,12,2,128,measure,18,1499,0
scna-fp16,16,8,4096,12,2,128,measure,19,1522,0
