mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,32,4096,12,2,128,warmup,0,3052,0
scna-fp16,16,32,4096,12,2,128,warmup,1,3076,0
scna-fp16,16,32,4096,12,2,128,warmup,2,3041,0
scna-fp16,16,32,4096,12,2,128,warmup,3,3066,0
scna-fp16,16,32,4096,12,2,128,warmup,4,3046,0
scna-fp16,16,32,4096,12,2,128,measure,0,3039,0
scna-fp16,16,32,4096,12,2,128,measure,1,3037,0
scna-fp16,16,32,4096,12,2,128,measure,2,2991,0
scna-fp16,16,32,4096,12,2,128,measure,3,3019,0
scna-fp16,16,32,4096,12,2,128,measure,4,2995,0
scna-fp16,16,32,4096,12,2,128,measure,5,3062,0
scna-fp16,16,32,4096,12,2,128,measure,6,3036,0
scna-fp16,16,32,4096,12,2,128,measure,7,3040,0
scna-fp16,16,32,4096,12,2,128,measure,8,3088,0
scna-fp16,16,32,4096,12,2,128,measure,9,3041,0
scna-fp16,16,32,4096,12,2,128,measure,10,3041,0
scna-fp16,16,32,4096,12,2,128,measure,11,3040,0
scna-fp16,16,32,4096,12,2,128,measure,12,3004,0
scna-fp16,16,32,4096,12,2,128,measure,13,3078,0
scna-fp16,16,32,4096,12,2,128,measure,14,3041,0
scna-fp16,16,32,4096,12,2,128,measure,15,3037,0
scna-fp16,16,32,4096,12,2,128,measure,16,3001,0
scna-fp16,16,32,4096,12,2,128,measure,17,3015,0
scna-fp16,16,32,4096,12,2,128,measure,18,3037,0
scna-fp16,16,32,4096,12,2,128,measure,19,3036,0
