mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
lut-exp,0,4,4096,12,2,128,warmup,0,970,0
lut-exp,0,4,4096,12,2,128,warmup,1,833,0
lut-exp,0,4,4096,12,2,128,warmup,2,1056,0
lut-exp,0,4,4096,12,2,128,warmup,3,1068,0
lut-exp,0,4,4096,12,2,128,warmup,4,1086,0
lut-exp,0,4,4096,12,2,128,measure,0,1059,0
lut-exp,0,4,4096,12,2,128,measure,1,1067,0
lut-exp,0,4,4096,12,2,128,measure,2,1095,0
lut-exp,0,4,4096,12,2,128,measure,3,1096,0
lut-exp,0,4,4096,12,2,128,measure,4,1103,0
lut-exp,0,4,4096,12,2,128,measure,5,1077,0
lut-exp,0,4,4096,12,2,128,measure,6,1080,0
lut-exp,0,4,4096,12,2,128,measure,7,1029,0
lut-exp,0,4,4096,12,2,128,measure,8,1070,0
lut-exp,0,4,4096,12,2,128,measure,9,1066,0
lut-exp,0,4,4096,12,2,128,measure,10,1085,0
lut-exp,0,4,4096,12,2,128,measure,11,1074,0
lut-exp,0,4,4096,12,2,128,measure,12,1055,0
lut-exp,0,4,4096,12,2,128,measure,13,1070,0
lut-exp,0,4,4096,12,2,128,measure,14,1087,0
lut-exp,0,4,4096,12,2,128,measure,15,1086,0
lut-exp,0,4,4096,12,2,128,measure,16,1101,0
lut-exp,0,4,4096,12,2,128,measure,17,1080,0
lut-exp,0,4,4096,12,2,128,measure,18,1078,0
lut-exp,0,4,4096,12,2,128,measure,19,1088,0
