mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4,4096,12,2,128,warmup,0,1053,0
scna-int8,8,4,4096,12,2,128,warmup,1,1096,0
scna-int8,8,4,4096,12,2,128,warmup,2,1051,0
scna-int8,8,4,4096,12,2,128,warmup,3,1099,0
scna-int8,8,4,4096,12,2,128,warmup,4,1100,0
scna-int8,8,4,4096,12,2,128,measure,0,1094,0
scna-int8,8,4,4096,12,2,128,measure,1,1099,0
scna-int8,8,4,4096,12,2,128,measure,2,1095,0
scna-int8,8,4,4096,12,2,128,measure,3,1097,0
scna-int8,8,4,4096,12,2,128,measure,4,1095,0
scna-int8,8,4,4096,12,2,128,measure,5,1098,0
scna-int8,8,4,4096,12,2,128,measure,6,1102,0
scna-int8,8,4,4096,12,2,128,measure,7,1261,0
scna-int8,8,4,4096,12,2,128,measure,8,1243,0
scna-int8,8,4,4096,12,2,128,measure,9,1211,0
scna-int8,8,4,4096,12,2,128,measure,10,1220,0
scna-int8,8,4,4096,12,2,128,measure,11,1215,0
scna-int8,8,4,4096,12,2,128,measure,12,1232,0
scna-int8,8,4,4096,12,2,128,measure,13,1228,0
scna-int8,8,4,4096,12,2,128,measure,14,1193,0
scna-int8,8,4,4096,12,2,128,measure,15,1202,0
scna-int8,8,4,4096,12,2,128,measure,16,1283,0
scna-int8,8,4,4096,12,2,128,measure,17,1251,0
scna-int8,8,4,4096,12,2,128,measure,18,1197,0
scna-int8,8,4,4096,12,2,128,measure,19,1189,0
