mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,8,4096,12,2,128,warmup,0,1208,0
scna-int8,8,8,4096,12,2,128,warmup,1,1321,0
scna-int8,8,8,4096,12,2,128,warmup,2,1316,0
scna-int8,8,8,4096,12,2,128,warmup,3,1321,0
scna-int8,8,8,4096,12,2,128,warmup,4,1317,0
scna-int8,8,8,4096,12,2,128,measure,0,1316,0
scna-int8,8,8,4096,12,2,128,measure,1,1316,0
scna-int8,8,8,4096,12,2,128,measure,2,1314,0
scna-int8,8,8,4096,12,2,128,measure,3,1314,0
scna-int8,8,8,4096,12,2,128,measure,4,1384,0
scna-int8,8,8,4096,12,2,128,measure,5,1370,0
scna-int8,8,8,4096,12,2,128,measure,6,1375,0
scna-int8,8,8,4096,12,2,128,measure,7,1370,0
scna-int8,8,8,4096,12,2,128,measure,8,1401,0
scna-int8,8,8,4096,12,2,128,measure,9,1370,0
scna-int8,8,8,4096,12,2,128,measure,10,1379,0
scna-int8,8,8,4096,12,2,128,measure,11,1404,0
scna-int8,8,8,4096,12,2,128,measure,12,1370,0
scna-int8,8,8,4096,12,2,128,measure,13,1402,0
scna-int8,8,8,4096,12,2,128,measure,14,1362,0
scna-int8,8,8,4096,12,2,128,measure,15,1456,0
scna-int8,8,8,4096,12,2,128,measure,16,1460,0
scna-int8,8,8,4096,12,2,128,measure,17,1457,0
scna-int8,8,8,4096,12,2,128,measure,18,1483,0
scna-int8,8,8,4096,12,2,128,measure,19,1480,0
