mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,16,4,4096,12,2,128,warmup,0,1229,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,warmup,1,1112,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,warmup,2,1140,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,warmup,3,1123,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,warmup,4,1089,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,0,1085,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,1,1096,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,2,1099,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,3,1102,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,4,1083,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,5,1092,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,6,1090,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,7,1090,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,8,1089,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,9,1198,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,10,1225,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,11,1219,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,12,1222,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,13,1197,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,14,1181,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,15,1175,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,16,1166,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,17,1133,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,18,1185,0
scna-fp16,exp2,direct,16,4,4096,12,2,128,measure,19,1133,0
