mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,8,4,4096,12,2,128,warmup,0,1126,0
scna-int8,exp2,direct,8,4,4096,12,2,128,warmup,1,997,0
scna-int8,exp2,direct,8,4,4096,12,2,128,warmup,2,968,0
scna-int8,exp2,direct,8,4,4096,12,2,128,warmup,3,979,0
scna-int8,exp2,direct,8,4,4096,12,2,128,warmup,4,1017,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,0,962,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,1,1005,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,2,951,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,3,1012,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,4,942,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,5,933,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,6,940,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,7,921,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,8,945,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,9,926,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,10,945,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,11,921,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,12,928,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,13,945,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,14,919,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,15,914,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,16,943,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,17,937,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,18,931,0
scna-int8,exp2,direct,8,4,4096,12,2,128,measure,19,930,0
