mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,32,32,4096,12,2,128,warmup,0,3570,0
scna-int8,exp2,direct,32,32,4096,12,2,128,warmup,1,3547,0
scna-int8,exp2,direct,32,32,4096,12,2,128,warmup,2,3627,0
scna-int8,exp2,direct,32,32,4096,12,2,128,warmup,3,3651,0
scna-int8,exp2,direct,32,32,4096,12,2,128,warmup,4,3622,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,0,3527,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,1,3555,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,2,3513,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,3,3633,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,4,3649,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,5,3666,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,6,3583,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,7,3572,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,8,3638,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,9,3646,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,10,3598,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,11,3542,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,12,3522,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,13,3556,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,14,3485,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,15,3558,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,16,3500,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,17,3568,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,18,3488,0
scna-int8,exp2,direct,32,32,4096,12,2,128,measure,19,3548,0
