mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,32,8,4096,12,2,128,warmup,0,1366,0
scna-int8,exp2,tree,32,8,4096,12,2,128,warmup,1,1470,0
scna-int8,exp2,tree,32,8,4096,12,2,128,warmup,2,1554,0
scna-int8,exp2,tree,32,8,4096,12,2,128,warmup,3,1556,0
scna-int8,exp2,tree,32,8,4096,12,2,128,warmup,4,1552,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,0,1534,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,1,1559,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,2,1551,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,3,1553,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,4,1547,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,5,1551,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,6,1607,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,7,1527,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,8,1619,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,9,1589,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,10,1582,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,11,1657,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,12,1640,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,13,1599,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,14,1622,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,15,1617,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,16,1529,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,17,1626,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,18,1604,0
scna-int8,exp2,tree,32,8,4096,12,2,128,measure,19,1622,0
