mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,32,8,4096,12,2,128,warmup,0,1736,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,warmup,1,1625,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,warmup,2,1633,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,warmup,3,1691,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,warmup,4,1714,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,0,1710,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,1,1706,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,2,1709,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,3,1710,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,4,1708,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,5,1710,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,6,1705,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,7,1816,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,8,1698,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,9,1763,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,10,1688,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,11,1745,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,12,1748,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,13,1752,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,14,1742,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,15,1731,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,16,1798,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,17,1743,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,18,1710,0
scna-fp16,exp2,direct,32,8,4096,12,2,128,measure,19,1736,0
