mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,16,8,4096,12,2,128,warmup,0,1462,0
scna-int8,exp2,direct,16,8,4096,12,2,128,warmup,1,1461,0
scna-int8,exp2,direct,16,8,4096,12,2,128,warmup,2,1361,0
scna-int8,exp2,direct,16,8,4096,12,2,128,warmup,3,1462,0
scna-int8,exp2,direct,16,8,4096,12,2,128,warmup,4,1438,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,0,1406,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,1,1434,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,2,1436,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,3,1428,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,4,1432,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,5,1550,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,6,1542,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,7,1544,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,8,1432,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,9,1454,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,10,1570,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,11,1378,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,12,1463,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,13,1419,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,14,1397,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,15,1484,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,16,1351,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,17,1368,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,18,1399,0
scna-int8,exp2,direct,16,8,4096,12,2,128,measure,19,1470,0
