mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,16,4,4096,12,2,128,warmup,0,1210,0
scna-int8,exp,tree,16,4,4096,12,2,128,warmup,1,1097,0
scna-int8,exp,tree,16,4,4096,12,2,128,warmup,2,1097,0
scna-int8,exp,tree,16,4,4096,12,2,128,warmup,3,1096,0
scna-int8,exp,tree,16,4,4096,12,2,128,warmup,4,1101,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,0,1097,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,1,1097,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,2,1094,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,3,1096,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,4,1094,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,5,1154,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,6,1167,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,7,1173,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,8,1175,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,9,1138,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,10,1183,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,11,1163,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,12,1163,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,13,1174,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,14,1168,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,15,1165,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,16,1163,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,17,1164,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,18,1127,0
scna-int8,exp,tree,16,4,4096,12,2,128,measure,19,1193,0
