mode,function,kernel,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,direct_tree_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-fp16,exp2,tree,16,64,100000,4847,5775,0.000355194,0.0028329,4096,0.00255669,0.047776,0,0.000732422,0,0,0,0,0.000211477,0.0626831,1
