mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,direct,8,32,4096,12,2,128,warmup,0,2605,0
scna-int8,exp,direct,8,32,4096,12,2,128,warmup,1,2741,0
scna-int8,exp,direct,8,32,4096,12,2,128,warmup,2,2805,0
scna-int8,exp,direct,8,32,4096,12,2,128,warmup,3,2815,0
scna-int8,exp,direct,8,32,4096,12,2,128,warmup,4,2850,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,0,2790,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,1,2772,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,2,2873,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,3,2778,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,4,2851,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,5,2783,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,6,2893,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,7,2783,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,8,2799,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,9,2850,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,10,2768,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,11,2771,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,12,2897,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,13,2821,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,14,2793,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,15,2832,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,16,2767,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,17,2697,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,18,2641,0
scna-int8,exp,direct,8,32,4096,12,2,128,measure,19,2663,0
