mode,function,kernel,width,lanes,iters,elapsed_us,pair_elapsed_us,rmse,max_abs_error,dense_samples,dense_rmse,dense_max_abs_error,pair_max_abs_diff,direct_tree_max_abs_diff,monotonic_violations,negative_count,nan_count,y_min,y_minus12,y_minus4,y_zero
scna-fp16,exp2,direct,16,64,100000,7116,9488,0.000378106,0.00301601,4096,0.00258165,0.0482643,0,0.000732422,0,0,0,0,0.000212908,0.0628662,1
