mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,tree,32,32,4096,12,2,128,warmup,0,2972,0
scna-int8,exp2,tree,32,32,4096,12,2,128,warmup,1,3073,0
scna-int8,exp2,tree,32,32,4096,12,2,128,warmup,2,3065,0
scna-int8,exp2,tree,32,32,4096,12,2,128,warmup,3,3071,0
scna-int8,exp2,tree,32,32,4096,12,2,128,warmup,4,3230,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,0,3223,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,1,3158,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,2,3147,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,3,3228,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,4,3193,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,5,3287,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,6,3165,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,7,3219,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,8,3171,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,9,3169,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,10,3205,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,11,3269,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,12,3281,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,13,3203,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,14,3189,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,15,3170,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,16,3198,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,17,3171,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,18,3216,0
scna-int8,exp2,tree,32,32,4096,12,2,128,measure,19,3168,0
