mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp,tree,8,16,4096,12,2,128,warmup,0,1673,0
scna-int8,exp,tree,8,16,4096,12,2,128,warmup,1,1756,0
scna-int8,exp,tree,8,16,4096,12,2,128,warmup,2,1752,0
scna-int8,exp,tree,8,16,4096,12,2,128,warmup,3,1751,0
scna-int8,exp,tree,8,16,4096,12,2,128,warmup,4,1751,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,0,1771,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,1,1766,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,2,1740,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,3,1762,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,4,1972,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,5,1973,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,6,1908,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,7,1988,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,8,1933,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,9,1990,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,10,1887,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,11,1907,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,12,2006,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,13,1892,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,14,1905,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,15,2002,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,16,1879,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,17,1888,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,18,1920,0
scna-int8,exp,tree,8,16,4096,12,2,128,measure,19,1926,0
