mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,exp2,direct,16,16,4096,12,2,128,warmup,0,1985,0
scna-int8,exp2,direct,16,16,4096,12,2,128,warmup,1,1980,0
scna-int8,exp2,direct,16,16,4096,12,2,128,warmup,2,1978,0
scna-int8,exp2,direct,16,16,4096,12,2,128,warmup,3,1887,0
scna-int8,exp2,direct,16,16,4096,12,2,128,warmup,4,1978,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,0,1976,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,1,1986,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,2,1978,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,3,2001,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,4,2007,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,5,1972,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,6,2083,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,7,2026,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,8,2100,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,9,2024,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,10,2052,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,11,2023,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,12,2084,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,13,2114,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,14,2035,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,15,2016,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,16,2028,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,17,2027,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,18,2115,0
scna-int8,exp2,direct,16,16,4096,12,2,128,measure,19,2035,0
