mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,8,32,4096,12,2,128,warmup,0,2691,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,warmup,1,2699,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,warmup,2,2686,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,warmup,3,2686,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,warmup,4,2676,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,0,2685,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,1,2681,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,2,2679,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,3,2762,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,4,2783,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,5,2779,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,6,2780,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,7,2780,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,8,2699,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,9,2654,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,10,2666,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,11,2808,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,12,2740,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,13,2772,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,14,2805,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,15,2757,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,16,2687,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,17,2746,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,18,2768,0
scna-fp16,exp2,direct,8,32,4096,12,2,128,measure,19,2704,0
