mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp2,direct,8,8,4096,12,2,128,warmup,0,1347,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,warmup,1,1296,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,warmup,2,1279,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,warmup,3,1291,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,warmup,4,1285,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,0,1367,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,1,1302,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,2,1283,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,3,1401,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,4,1283,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,5,1365,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,6,1346,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,7,1305,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,8,1328,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,9,1355,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,10,1382,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,11,1371,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,12,1318,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,13,1344,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,14,1346,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,15,1356,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,16,1363,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,17,1322,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,18,1386,0
scna-fp16,exp2,direct,8,8,4096,12,2,128,measure,19,1350,0
