mode,scna_function,scna_kernel,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,exp,direct,16,32,4096,12,2,128,warmup,0,3151,0
scna-fp16,exp,direct,16,32,4096,12,2,128,warmup,1,3139,0
scna-fp16,exp,direct,16,32,4096,12,2,128,warmup,2,3144,0
scna-fp16,exp,direct,16,32,4096,12,2,128,warmup,3,3084,0
scna-fp16,exp,direct,16,32,4096,12,2,128,warmup,4,3156,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,0,3160,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,1,3152,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,2,3155,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,3,3244,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,4,3166,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,5,3151,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,6,3171,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,7,3219,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,8,3158,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,9,3183,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,10,3178,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,11,3185,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,12,3224,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,13,3114,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,14,3209,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,15,3159,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,16,3187,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,17,3151,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,18,3161,0
scna-fp16,exp,direct,16,32,4096,12,2,128,measure,19,3168,0
